listing_id,source_url,listing_url,extraction_timestamp,detection_timestamp,data_quality_score,year,year_confidence,price,price_confidence,mileage,mileage_confidence,model_trim,model_trim_confidence,exterior_color,interior_color,exterior_color_confidence,interior_color_confidence,source,source_confidence,total_options,total_options_value,total_options_msrp,options_categories,options_list,fair_value_usd,fair_value_calculation,asking_price_usd,deal_delta_usd,deal_percentage,deal_quality,composite_score,ranking_timestamp,rank
77,https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2008&minyear=2005&model=cayman&transmission=auto&zip=30214,https://www.cars.com/vehicledetail/424d5dee-0f1d-4de1-ba14-e5818ee4d73f/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,2025-08-28T14:38:59.201075,2025-08-28T14:38:59.854597,0.8571428571428571,2007,1.0,Unknown,0.0,"45,524",1.0,Cayman Base,1.0,Meteor Gray Metallic,Stone Grey,1.0,1.0,AutoTempest,1.0,0,2400,8735,"performance, exterior, seating, technology","Sport Exhaust (PSE), Bi-Xenon Headlights with Dynamic Cornering, 18–19"" Upgraded Wheels, Sport Seats / Adaptive Sport Seats, BOSE Surround Sound, Heated Seats",33000,"{'base_value': 30500, 'year_adjustment': 2500, 'model_premium': 0, 'mileage_adjustment': 0, 'color_premium': 0, 'calculation_timestamp': '2025-08-28T14:39:00.066875'}",,,,Unknown,25.5176,2025-08-28T14:39:00.074593,85
30,https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2012&minyear=2009&model=boxster&transmission=auto&zip=30214,https://www.truecar.com/used-cars-for-sale/listing/WP0CA2A84AS710096/?referrer_id=autotempest,2025-08-28T14:38:59.196372,2025-08-28T14:38:59.468548,0.14285714285714285,Unknown,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,Unknown,Unknown,0.0,0.0,AutoTempest,1.0,0,0,0,,,30500,"{'base_value': 30500, 'year_adjustment': 0, 'model_premium': 0, 'mileage_adjustment': 0, 'color_premium': 0, 'calculation_timestamp': '2025-08-28T14:39:00.066389'}",,,,Unknown,0.0,2025-08-28T14:39:00.074398,86
79,https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2008&minyear=2005&model=cayman&transmission=auto&zip=30214,https://carsandbids.com/auctions/r45wlGPy/2008-porsche-cayman?utm_source=autotempest&utm_medium=referral&utm_campaign=at_search,2025-08-28T14:38:59.202738,2025-08-28T14:38:59.880907,0.14285714285714285,Unknown,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,Unknown,Unknown,0.0,0.0,AutoTempest,1.0,0,0,0,,,30500,"{'base_value': 30500, 'year_adjustment': 0, 'model_premium': 0, 'mileage_adjustment': 0, 'color_premium': 0, 'calculation_timestamp': '2025-08-28T14:39:00.066896'}",,,,Unknown,0.0,2025-08-28T14:39:00.074601,87
33,https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2008&minyear=2005&model=boxster&transmission=auto&zip=30214,https://www.cars.com/vehicledetail/3c40cf09-d120-4ff0-b809-87c026a9753b/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,2025-08-28T14:38:59.196565,2025-08-28T14:38:59.495657,1.0,2008,1.0,"$5,995",1.0,"165,567",1.0,Boxster Base,1.0,Basalt Black Metallic,Black,1.0,1.0,AutoTempest,1.0,0,1700,5525,"performance, exterior, seating","Sport Exhaust (PSE), 18–19"" Upgraded Wheels, Sport Seats / Adaptive Sport Seats",31500,"{'base_value': 30500, 'year_adjustment': 2000, 'model_premium': 0, 'mileage_adjustment': -1500, 'color_premium': 500, 'calculation_timestamp': '2025-08-28T14:39:00.066423'}",5995,25505,80.96825396825396,Excellent Deal,2564.0233,2025-08-28T14:39:00.074409,1
53,https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2008&minyear=2005&model=boxster&transmission=auto&zip=30214,https://www.cars.com/vehicledetail/7d38de29-d615-4960-b2c4-572a1c5bcc4a/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,2025-08-28T14:38:59.198597,2025-08-28T14:38:59.778200,1.0,2008,1.0,"$10,999",1.0,"65,676",1.0,Boxster Base,1.0,RED,BLACK,1.0,1.0,AutoTempest,1.0,0,1200,4000,"performance, exterior","Sport Exhaust (PSE), 18–19"" Upgraded Wheels",32200,"{'base_value': 30500, 'year_adjustment': 2000, 'model_premium': 0, 'mileage_adjustment': -500, 'color_premium': 200, 'calculation_timestamp': '2025-08-28T14:39:00.066633'}",10999,21201,65.8416149068323,Excellent Deal,2143.6124,2025-08-28T14:39:00.074493,2
37,https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2008&minyear=2005&model=boxster&transmission=auto&zip=30214,https://www.cars.com/vehicledetail/9cb14bba-1024-47de-b8d0-a0fcfaefed0c/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,2025-08-28T14:38:59.196866,2025-08-28T14:38:59.555538,1.0,2008,1.0,"$12,488",1.0,"151,867",1.0,Boxster Base,1.0,Black,Black,1.0,1.0,AutoTempest,1.0,0,1350,4500,"performance, exterior, seating","Sport Exhaust (PSE), 18–19"" Upgraded Wheels, Heated Seats",31500,"{'base_value': 30500, 'year_adjustment': 2000, 'model_premium': 0, 'mileage_adjustment': -1500, 'color_premium': 500, 'calculation_timestamp': '2025-08-28T14:39:00.066465'}",12488,19012,60.355555555555554,Excellent Deal,1916.0933,2025-08-28T14:39:00.074426,4
66,https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2008&minyear=2005&model=boxster&transmission=auto&zip=30214,https://www.truecar.com/used-cars-for-sale/listing/WP0CA29845U710940/?referrer_id=autotempest,2025-08-28T14:38:59.200039,2025-08-28T14:38:59.842543,1.0,2005,1.0,"$12,995",1.0,"110,250",1.0,Boxster S,1.0,Midnight Blue Metallic,Sea Blue,1.0,1.0,AutoTempest,1.0,0,0,0,,,32500,"{'base_value': 30500, 'year_adjustment': 3500, 'model_premium': 0, 'mileage_adjustment': -1500, 'color_premium': 0, 'calculation_timestamp': '2025-08-28T14:39:00.066765'}",12995,19505,60.01538461538461,Excellent Deal,1969.5249999999999,2025-08-28T14:39:00.074548,3
59,https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2008&minyear=2005&model=boxster&transmission=auto&zip=30214,https://www.cars.com/vehicledetail/1f47f103-d8ab-483d-9cf7-119c59caa5bd/?aff=atempst&utm_campaign=atempst&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,2025-08-28T14:38:59.199135,2025-08-28T14:38:59.834682,1.0,2007,1.0,"$13,500",1.0,"111,300",1.0,Boxster Base,1.0,Black,Black,1.0,1.0,AutoTempest,1.0,0,550,2000,"exterior, seating","18–19"" Upgraded Wheels, Heated Seats",32000,"{'base_value': 30500, 'year_adjustment': 2500, 'model_premium': 0, 'mileage_adjustment': -1500, 'color_premium': 500, 'calculation_timestamp': '2025-08-28T14:39:00.066695'}",13500,18500,57.8125,Excellent Deal,1868.9399999999998,2025-08-28T14:39:00.074518,6
73,https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2008&minyear=2005&model=boxster&transmission=auto&zip=30214,https://www.truecar.com/used-cars-for-sale/listing/WP0CA29825U711701/?referrer_id=autotempest,2025-08-28T14:38:59.200626,2025-08-28T14:38:59.850284,0.7142857142857143,2005,1.0,"$13,900",1.0,"88,878",1.0,Boxster S,1.0,Unknown,Unknown,1.0,1.0,AutoTempest,1.0,0,0,0,,,32500,"{'base_value': 30500, 'year_adjustment': 3500, 'model_premium': 0, 'mileage_adjustment': -1500, 'color_premium': 0, 'calculation_timestamp': '2025-08-28T14:39:00.066833'}",13900,18600,57.230769230769226,Excellent Deal,1881.1622,2025-08-28T14:39:00.074576,5
69,https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2008&minyear=2005&model=boxster&transmission=auto&zip=30214,https://www.truecar.com/used-cars-for-sale/listing/WP0CB29806U731122/?referrer_id=autotempest,2025-08-28T14:38:59.200294,2025-08-28T14:38:59.845749,1.0,2006,1.0,"$14,427",1.0,"110,799",1.0,Boxster S,1.0,Maroon,Black,1.0,1.0,AutoTempest,1.0,0,0,0,,,32200,"{'base_value': 30500, 'year_adjustment': 3000, 'model_premium': 0, 'mileage_adjustment': -1500, 'color_premium': 200, 'calculation_timestamp': '2025-08-28T14:39:00.066796'}",14427,17773,55.19565217391305,Excellent Deal,1796.2801000000002,2025-08-28T14:39:00.074559,7
35,https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2008&minyear=2005&model=boxster&transmission=auto&zip=30214,https://www.cars.com/vehicledetail/7ff835b2-73ce-405b-b82f-4f92937de90a/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,2025-08-28T14:38:59.196714,2025-08-28T14:38:59.527167,1.0,2005,1.0,"$14,995",1.0,"78,062",1.0,Boxster Base,1.0,Silver,gray,1.0,1.0,AutoTempest,1.0,0,1200,4000,"performance, exterior","Sport Exhaust (PSE), 18–19"" Upgraded Wheels",32500,"{'base_value': 30500, 'year_adjustment': 3500, 'model_premium': 0, 'mileage_adjustment': -1500, 'color_premium': 0, 'calculation_timestamp': '2025-08-28T14:39:00.066443'}",14995,17505,53.86153846153846,Excellent Deal,1772.7438,2025-08-28T14:39:00.074419,8
