listing_id,source_url,listing_url,extraction_timestamp,detection_timestamp,data_quality_score,year,year_confidence,price,price_confidence,mileage,mileage_confidence,model,trim,model_confidence,trim_confidence,exterior,interior,exterior_confidence,interior_confidence,source,source_confidence,total_options,total_options_value,total_options_msrp,options_categories,options_list
21,https://www.autotempest.com/results?keywords=gts&localization=country&make=porsche&maxmiles=70000&maxprice=50000&maxyear=2018&minmiles=15000&minprice=20000&minyear=2015&model=macan&transmission=auto&zip=30214,https://www.cars.com/vehicledetail/9b775278-dc5a-484c-9833-27c00592697d/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,2025-09-01T14:59:27.363678,2025-09-01T14:59:27.748369,1.0,2017,1.0,"$33,980",1.0,"56,610",1.0,Macan,GTS,1.0,1.0,Black,Black,1.0,1.0,AutoTempest,1.0,0,5900,16370,"performance, exterior, convenience, appearance, seating, technology","Sport Exhaust (PSE), Bi-Xenon Headlights with Dynamic Cornering, 18–19"" Upgraded Wheels, Sport Chrono Package Plus, Limited Slip Differential (LSD), Park Assist, Sport Steering Wheel, Sport Seats / Adaptive Sport Seats, BOSE Surround Sound, PCM w/ Navigation, Heated Seats, PASM"
22,https://www.autotempest.com/results?keywords=gts&localization=country&make=porsche&maxmiles=70000&maxprice=50000&maxyear=2018&minmiles=15000&minprice=20000&minyear=2015&model=macan&transmission=auto&zip=30214,https://www.cars.com/vehicledetail/9d15aa65-197d-4e7b-8bf9-4a368f35464f/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,2025-09-01T14:59:27.363748,2025-09-01T14:59:27.765239,1.0,2018,1.0,"$31,500",1.0,"52,372",1.0,Macan,Base,1.0,1.0,Rhodium Silver Metallic,Black,1.0,1.0,AutoTempest,1.0,0,4100,13420,"performance, exterior, convenience, appearance, comfort, seating, technology","Sport Exhaust (PSE), Bi-Xenon Headlights with Dynamic Cornering, 18–19"" Upgraded Wheels, Limited Slip Differential (LSD), Park Assist, Sport Steering Wheel, Auto-dim Mirrors & Rain Sensor, Sport Seats / Adaptive Sport Seats, BOSE Surround Sound, PCM w/ Navigation, Heated Seats"
23,https://www.autotempest.com/results?keywords=gts&localization=country&make=porsche&maxmiles=70000&maxprice=50000&maxyear=2018&minmiles=15000&minprice=20000&minyear=2015&model=macan&transmission=auto&zip=30214,https://www.cars.com/vehicledetail/6aa711fa-2814-4249-bac1-89cf5fffed02/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,2025-09-01T14:59:27.363827,2025-09-01T14:59:27.787849,1.0,2018,1.0,"$34,989",1.0,"51,140",1.0,Macan,GTS,1.0,1.0,Gray,Black,1.0,1.0,AutoTempest,1.0,0,4600,12145,"performance, exterior, convenience, appearance, seating, technology","Sport Exhaust (PSE), Bi-Xenon Headlights with Dynamic Cornering, 18–19"" Upgraded Wheels, Limited Slip Differential (LSD), Park Assist, Sport Steering Wheel, Sport Seats / Adaptive Sport Seats, BOSE Surround Sound, Heated Seats, PASM"
24,https://www.autotempest.com/results?keywords=gts&localization=country&make=porsche&maxmiles=70000&maxprice=50000&maxyear=2018&minmiles=15000&minprice=20000&minyear=2015&model=macan&transmission=auto&zip=30214,https://www.cars.com/vehicledetail/9b87478c-309c-46d0-b312-93bffdbfb434/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,2025-09-01T14:59:27.363903,2025-09-01T14:59:27.809286,1.0,2018,1.0,"$36,495",1.0,"46,312",1.0,Macan,GTS,1.0,1.0,Blue,Black,1.0,1.0,AutoTempest,1.0,0,2200,9965,"exterior, appearance, technology, seating, performance","Bi-Xenon Headlights with Dynamic Cornering, 18–19"" Upgraded Wheels, Sport Steering Wheel, BOSE Surround Sound, PCM w/ Navigation, Heated Seats, PASM"
25,https://www.autotempest.com/results?keywords=gts&localization=country&make=porsche&maxmiles=70000&maxprice=50000&maxyear=2018&minmiles=15000&minprice=20000&minyear=2015&model=macan&transmission=auto&zip=30214,https://www.cars.com/vehicledetail/6a6c76b2-74d1-44b2-8620-5a3d0a06bb2d/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,2025-09-01T14:59:27.363978,2025-09-01T14:59:27.819610,1.0,2017,1.0,"$34,500",1.0,"52,126",1.0,Macan,GTS,1.0,1.0,Volcano Grey Metallic,Black,1.0,1.0,AutoTempest,1.0,0,4900,15410,"performance, exterior, convenience, appearance, seating, technology","Sport Exhaust (PSE), Bi-Xenon Headlights with Dynamic Cornering, 18–19"" Upgraded Wheels, Limited Slip Differential (LSD), Park Assist, Sport Steering Wheel, Sport Seats / Adaptive Sport Seats, BOSE Surround Sound, PCM w/ Navigation, Heated Seats, PASM"
26,https://www.autotempest.com/results?keywords=gts&localization=country&make=porsche&maxmiles=70000&maxprice=50000&maxyear=2018&minmiles=15000&minprice=20000&minyear=2015&model=macan&transmission=auto&zip=30214,https://www.cars.com/vehicledetail/8fcc333a-9961-43b9-a021-bfa76331df77/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,2025-09-01T14:59:27.364065,2025-09-01T14:59:27.842911,1.0,2018,1.0,"$41,991",1.0,"50,428",1.0,Macan,GTS,1.0,1.0,Carrara White Metallic,Garnet Red,1.0,1.0,AutoTempest,1.0,0,4600,12145,"performance, exterior, convenience, appearance, seating, technology","Sport Exhaust (PSE), Bi-Xenon Headlights with Dynamic Cornering, 18–19"" Upgraded Wheels, Limited Slip Differential (LSD), Park Assist, Sport Steering Wheel, Sport Seats / Adaptive Sport Seats, BOSE Surround Sound, Heated Seats, PASM"
27,https://www.autotempest.com/results?keywords=gts&localization=country&make=porsche&maxmiles=70000&maxprice=50000&maxyear=2018&minmiles=15000&minprice=20000&minyear=2015&model=macan&transmission=auto&zip=30214,https://www.cars.com/vehicledetail/464d8a4a-40ae-411d-9482-907ed5d253ea/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,2025-09-01T14:59:27.364139,2025-09-01T14:59:27.867648,1.0,2018,1.0,"$36,990",1.0,"58,842",1.0,Macan,GTS,1.0,1.0,Volcano Grey Metallic,Garnet Red,1.0,1.0,AutoTempest,1.0,0,5900,16370,"performance, exterior, convenience, appearance, comfort, seating, technology","Sport Exhaust (PSE), Bi-Xenon Headlights with Dynamic Cornering, 18–19"" Upgraded Wheels, Sport Chrono Package Plus, Limited Slip Differential (LSD), Park Assist, Sport Steering Wheel, Auto-dim Mirrors & Rain Sensor, Sport Seats / Adaptive Sport Seats, BOSE Surround Sound, PCM w/ Navigation, Heated Seats, PASM"
28,https://www.autotempest.com/results?keywords=gts&localization=country&make=porsche&maxmiles=70000&maxprice=50000&maxyear=2018&minmiles=15000&minprice=20000&minyear=2015&model=macan&transmission=auto&zip=30214,https://www.cars.com/vehicledetail/2aff18c7-d563-4019-b5ed-c07e83773f6c/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,2025-09-01T14:59:27.364213,2025-09-01T14:59:27.882303,1.0,2017,1.0,"$32,999",1.0,"58,456",1.0,Macan,GTS,1.0,1.0,Black,Black,1.0,1.0,AutoTempest,1.0,0,4900,15410,"performance, exterior, convenience, appearance, seating, technology","Sport Exhaust (PSE), Bi-Xenon Headlights with Dynamic Cornering, 18–19"" Upgraded Wheels, Limited Slip Differential (LSD), Park Assist, Sport Steering Wheel, Sport Seats / Adaptive Sport Seats, BOSE Surround Sound, PCM w/ Navigation, Heated Seats, PASM"
29,https://www.autotempest.com/results?keywords=gts&localization=country&make=porsche&maxmiles=70000&maxprice=50000&maxyear=2018&minmiles=15000&minprice=20000&minyear=2015&model=macan&transmission=auto&zip=30214,https://www.cars.com/vehicledetail/380fa787-e6e9-4671-85ab-0ba4bc1a94e0/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,2025-09-01T14:59:27.364289,2025-09-01T14:59:27.907412,1.0,2017,1.0,"$34,498",1.0,"53,971",1.0,Macan,GTS,1.0,1.0,Rhodium Silver Metallic,Black,1.0,1.0,AutoTempest,1.0,0,4300,10795,"performance, exterior, convenience, appearance, seating","Sport Exhaust (PSE), Bi-Xenon Headlights with Dynamic Cornering, 18–19"" Upgraded Wheels, Limited Slip Differential (LSD), Park Assist, Sport Steering Wheel, Sport Seats / Adaptive Sport Seats, Heated Seats, PASM"
30,https://www.autotempest.com/results?keywords=gts&localization=country&make=porsche&maxmiles=70000&maxprice=50000&maxyear=2018&minmiles=15000&minprice=20000&minyear=2015&model=macan&transmission=auto&zip=30214,https://www.cars.com/vehicledetail/064358b8-8477-4d32-a791-597cbe2a73a4/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,2025-09-01T14:59:27.364365,2025-09-01T14:59:27.939712,1.0,2018,1.0,"$37,995",1.0,"57,641",1.0,Macan,GTS,1.0,1.0,White,Black,1.0,1.0,AutoTempest,1.0,0,3250,8685,"exterior, performance, appearance, seating, technology","Bi-Xenon Headlights with Dynamic Cornering, 18–19"" Upgraded Wheels, Sport Chrono Package Plus, Sport Steering Wheel, Sport Seats / Adaptive Sport Seats, BOSE Surround Sound, PASM"
31,https://www.autotempest.com/results?keywords=gts&localization=country&make=porsche&maxmiles=70000&maxprice=50000&maxyear=2018&minmiles=15000&minprice=20000&minyear=2015&model=macan&transmission=auto&zip=30214,https://www.cars.com/vehicledetail/e4760298-d0b3-477e-80e3-e985162c8b37/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,2025-09-01T14:59:27.364443,2025-09-01T14:59:27.949838,1.0,2018,1.0,"$34,495",1.0,"50,112",1.0,Macan,GTS,1.0,1.0,Carmine Red,Black,1.0,1.0,AutoTempest,1.0,0,1150,6615,"exterior, appearance, technology, seating","18–19"" Upgraded Wheels, Sport Steering Wheel, BOSE Surround Sound, PCM w/ Navigation, Heated Seats"
32,https://www.autotempest.com/results?keywords=gts&localization=country&make=porsche&maxmiles=70000&maxprice=50000&maxyear=2018&minmiles=15000&minprice=20000&minyear=2015&model=macan&transmission=auto&zip=30214,https://www.cars.com/vehicledetail/f4f8578e-b8b9-4ec7-9a93-d07ca039ded8/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,2025-09-01T14:59:27.364518,2025-09-01T14:59:27.952451,1.0,2018,1.0,"$35,495",1.0,"53,828",1.0,Macan,GTS,1.0,1.0,Volcano Grey Metallic,Garnet Red,1.0,1.0,AutoTempest,1.0,0,3600,11385,"exterior, performance, convenience, appearance, technology, seating","Bi-Xenon Headlights with Dynamic Cornering, 18–19"" Upgraded Wheels, Limited Slip Differential (LSD), Park Assist, Sport Steering Wheel, BOSE Surround Sound, PCM w/ Navigation, Heated Seats, PASM"
33,https://www.autotempest.com/results?keywords=gts&localization=country&make=porsche&maxmiles=70000&maxprice=50000&maxyear=2018&minmiles=15000&minprice=20000&minyear=2015&model=macan&transmission=auto&zip=30214,https://www.cars.com/vehicledetail/578ccbde-fff4-4542-af1f-b1750b11b796/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,2025-09-01T14:59:27.364595,2025-09-01T14:59:27.964690,1.0,2018,1.0,"$34,845",1.0,"55,242",1.0,Macan,GTS,1.0,1.0,Night Blue Metallic,Black,1.0,1.0,AutoTempest,1.0,0,4600,12145,"performance, exterior, convenience, appearance, comfort, seating, technology","Sport Exhaust (PSE), Bi-Xenon Headlights with Dynamic Cornering, 18–19"" Upgraded Wheels, Limited Slip Differential (LSD), Park Assist, Sport Steering Wheel, Auto-dim Mirrors & Rain Sensor, Sport Seats / Adaptive Sport Seats, BOSE Surround Sound, Heated Seats, PASM"
34,https://www.autotempest.com/results?keywords=gts&localization=country&make=porsche&maxmiles=70000&maxprice=50000&maxyear=2018&minmiles=15000&minprice=20000&minyear=2015&model=macan&transmission=auto&zip=30214,https://www.cars.com/vehicledetail/cd9215c7-f12d-49c7-a7ae-73948eca4187/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,2025-09-01T14:59:27.364666,2025-09-01T14:59:27.985123,1.0,2017,1.0,"$42,500",1.0,"38,367",1.0,Macan,GTS,1.0,1.0,Volcano Grey Metallic,Black,1.0,1.0,AutoTempest,1.0,0,4300,10795,"performance, exterior, convenience, appearance, seating","Sport Exhaust (PSE), Bi-Xenon Headlights with Dynamic Cornering, 18–19"" Upgraded Wheels, Limited Slip Differential (LSD), Park Assist, Sport Steering Wheel, Sport Seats / Adaptive Sport Seats, Heated Seats, PASM"
35,https://www.autotempest.com/results?keywords=gts&localization=country&make=porsche&maxmiles=70000&maxprice=50000&maxyear=2018&minmiles=15000&minprice=20000&minyear=2015&model=macan&transmission=auto&zip=30214,https://www.cars.com/vehicledetail/eb0467dd-2b8d-4fd7-9325-a5283355b9dd/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,2025-09-01T14:59:27.364736,2025-09-01T14:59:28.007793,1.0,2017,1.0,"$27,394",1.0,"66,521",1.0,Macan,GTS,1.0,1.0,Rhodium Silver Metallic,Black,1.0,1.0,AutoTempest,1.0,0,4600,12145,"performance, exterior, convenience, appearance, seating, technology","Sport Exhaust (PSE), Bi-Xenon Headlights with Dynamic Cornering, 18–19"" Upgraded Wheels, Limited Slip Differential (LSD), Park Assist, Sport Steering Wheel, Sport Seats / Adaptive Sport Seats, BOSE Surround Sound, Heated Seats, PASM"
36,https://www.autotempest.com/results?keywords=gts&localization=country&make=porsche&maxmiles=70000&maxprice=50000&maxyear=2018&minmiles=15000&minprice=20000&minyear=2015&model=macan&transmission=auto&zip=30214,https://www.cars.com/vehicledetail/2e27abca-3309-4057-a666-7ff1f59bb520/?aff=atempst&utm_campaign=atempst&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,2025-09-01T14:59:27.364806,2025-09-01T14:59:28.028860,1.0,2018,1.0,"$33,000",1.0,"57,000",1.0,Macan,GTS,1.0,1.0,Black,Black,1.0,1.0,AutoTempest,1.0,0,1150,6615,"exterior, appearance, technology, seating","18–19"" Upgraded Wheels, Sport Steering Wheel, BOSE Surround Sound, PCM w/ Navigation, Heated Seats"
37,https://www.autotempest.com/results?keywords=gts&localization=country&make=porsche&maxmiles=70000&maxprice=50000&maxyear=2018&minmiles=15000&minprice=20000&minyear=2015&model=macan&transmission=auto&zip=30214,https://www.cars.com/vehicledetail/b3f14f2f-d853-4fe2-8bcb-0fe51833dcf3/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,2025-09-01T14:59:27.364889,2025-09-01T14:59:28.031424,1.0,2018,1.0,"$35,999",1.0,"46,412",1.0,Macan,GTS,1.0,1.0,Blue,Black,1.0,1.0,AutoTempest,1.0,0,1750,6200,"exterior, appearance, technology, performance","Bi-Xenon Headlights with Dynamic Cornering, 18–19"" Upgraded Wheels, Sport Steering Wheel, BOSE Surround Sound, PASM"
38,https://www.autotempest.com/results?keywords=gts&localization=country&make=porsche&maxmiles=70000&maxprice=50000&maxyear=2018&minmiles=15000&minprice=20000&minyear=2015&model=macan&transmission=auto&zip=30214,https://www.cars.com/vehicledetail/c1022910-8deb-477e-8ddf-5d1486a54912/?aff=atempst&utm_campaign=atempst&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,2025-09-01T14:59:27.364964,2025-09-01T14:59:28.043795,1.0,2018,1.0,"$39,999",1.0,"62,650",1.0,Macan,GTS,1.0,1.0,Red,Gray,1.0,1.0,AutoTempest,1.0,0,4200,13955,"performance, exterior, convenience, appearance, technology, seating","Sport Exhaust (PSE), Bi-Xenon Headlights with Dynamic Cornering, 18–19"" Upgraded Wheels, Sport Chrono Package Plus, Park Assist, Sport Steering Wheel, BOSE Surround Sound, PCM w/ Navigation, Heated Seats, PASM"
39,https://www.autotempest.com/results?keywords=gts&localization=country&make=porsche&maxmiles=70000&maxprice=50000&maxyear=2018&minmiles=15000&minprice=20000&minyear=2015&model=macan&transmission=auto&zip=30214,https://www.carvana.com/vehicle/lt/3825106?utm_source=autotempest&utm_medium=3rd-party-listing&utm_campaign=new-vdp&utm_content=3_20250901_3975613,2025-09-01T14:59:27.365043,2025-09-01T14:59:28.047486,0.75,2017,1.0,"$37,789",1.0,"9,000",1.0,Macan,Base,1.0,1.0,Unknown,Unknown,0.0,0.0,AutoTempest,1.0,0,700,4765,"exterior, technology","18–19"" Upgraded Wheels, PCM w/ Navigation"
40,https://www.autotempest.com/results?keywords=gts&localization=country&make=porsche&maxmiles=70000&maxprice=50000&maxyear=2018&minmiles=15000&minprice=20000&minyear=2015&model=macan&transmission=auto&zip=30214,https://www.carvana.com/vehicle/lt/3824062?utm_source=autotempest&utm_medium=3rd-party-listing&utm_campaign=new-vdp&utm_content=3_20250901_3985704,2025-09-01T14:59:27.365850,2025-09-01T14:59:28.049951,0.25,Unknown,0.0,Unknown,0.0,Unknown,0.0,Unknown,Base,0.0,0.0,Unknown,Unknown,0.0,0.0,AutoTempest,1.0,0,0,0,,
41,https://www.autotempest.com/results?keywords=gts&localization=country&make=porsche&maxmiles=70000&maxprice=50000&maxyear=2018&minmiles=15000&minprice=20000&minyear=2015&model=macan&transmission=auto&zip=30214,https://www.ebay.com/itm/317222387344?hash=item49dbed7e90%3Ag%3AJ1YAAeSwJS5osbyR&mkevt=1&mkcid=1&mkrid=711-53200-19255-0&campid=5337650957&customid=&toolid=10049,2025-09-01T14:59:27.365917,2025-09-01T14:59:28.050028,1.0,2018,1.0,"$33,999",1.0,"66,541",1.0,Macan,GTS,1.0,1.0,Black,Black,1.0,1.0,AutoTempest,1.0,0,0,0,,
42,https://www.autotempest.com/results?keywords=gts&localization=country&make=porsche&maxmiles=70000&maxprice=50000&maxyear=2018&minmiles=15000&minprice=20000&minyear=2015&model=macan&transmission=auto&zip=30214,https://www.ebay.com/itm/376515195956?hash=item57aa0df434%3Ag%3AymEAAeSwPRZosh1N&mkevt=1&mkcid=1&mkrid=711-53200-19255-0&campid=5337650957&customid=&toolid=10049,2025-09-01T14:59:27.366065,2025-09-01T14:59:28.051853,1.0,2017,1.0,"$5,000",1.0,"58,988",1.0,Macan,Turbo,1.0,1.0,Gray,Red,1.0,1.0,AutoTempest,1.0,0,0,0,,
43,https://www.autotempest.com/results?keywords=gts&localization=country&make=porsche&maxmiles=70000&maxprice=50000&maxyear=2018&minmiles=15000&minprice=20000&minyear=2015&model=macan&transmission=auto&zip=30214,https://www.carvana.com/vehicle/lt/3769489?utm_source=autotempest&utm_medium=3rd-party-listing&utm_campaign=new-vdp&utm_content=3_20250901_3897049,2025-09-01T14:59:27.366196,2025-09-01T14:59:28.053543,0.25,Unknown,0.0,Unknown,0.0,Unknown,0.0,Unknown,Base,0.0,0.0,Unknown,Unknown,0.0,0.0,AutoTempest,1.0,0,0,0,,
44,https://www.autotempest.com/results?keywords=gts&localization=country&make=porsche&maxmiles=70000&maxprice=50000&maxyear=2018&minmiles=15000&minprice=20000&minyear=2015&model=macan&transmission=auto&zip=30214,https://www.truecar.com/used-cars-for-sale/listing/WP1AG2A54JLB65019/?referrer_id=autotempest,2025-09-01T14:59:27.366250,2025-09-01T14:59:28.053617,1.0,2018,1.0,"$32,538",1.0,"65,712",1.0,Macan,GTS,1.0,1.0,Carmine Red,Black,1.0,1.0,AutoTempest,1.0,0,1000,2520,"convenience, performance","Park Assist, PASM"
45,https://www.autotempest.com/results?keywords=gts&localization=country&make=porsche&maxmiles=70000&maxprice=50000&maxyear=2018&minmiles=15000&minprice=20000&minyear=2015&model=macan&transmission=auto&zip=30214,https://www.truecar.com/used-cars-for-sale/listing/WP1AG2A53JLB63133/?referrer_id=autotempest,2025-09-01T14:59:27.366332,2025-09-01T14:59:28.055424,1.0,2018,1.0,"$33,800",1.0,"68,730",1.0,Macan,GTS,1.0,1.0,Black,Black,1.0,1.0,AutoTempest,1.0,0,1000,2520,"convenience, performance","Park Assist, PASM"
46,https://www.autotempest.com/results?keywords=gts&localization=country&make=porsche&maxmiles=70000&maxprice=50000&maxyear=2018&minmiles=15000&minprice=20000&minyear=2015&model=macan&transmission=auto&zip=30214,https://www.truecar.com/used-cars-for-sale/listing/WP1AG2A57HLB51450/?referrer_id=autotempest,2025-09-01T14:59:27.366412,2025-09-01T14:59:28.057185,1.0,2017,1.0,"$29,442",1.0,"51,557",1.0,Macan,GTS,1.0,1.0,Gray,Black,1.0,1.0,AutoTempest,1.0,0,1000,2520,"convenience, performance","Park Assist, PASM"
47,https://www.autotempest.com/results?keywords=gts&localization=country&make=porsche&maxmiles=70000&maxprice=50000&maxyear=2018&minmiles=15000&minprice=20000&minyear=2015&model=macan&transmission=auto&zip=30214,https://www.truecar.com/used-cars-for-sale/listing/WP1AG2A54HLB53110/?referrer_id=autotempest,2025-09-01T14:59:27.366488,2025-09-01T14:59:28.058911,1.0,2017,1.0,"$34,382",1.0,"51,813",1.0,Macan,GTS,1.0,1.0,Volcano Grey Metallic,Espresso,1.0,1.0,AutoTempest,1.0,0,1000,2520,"convenience, performance","Park Assist, PASM"
48,https://www.autotempest.com/results?keywords=gts&localization=country&make=porsche&maxmiles=70000&maxprice=50000&maxyear=2018&minmiles=15000&minprice=20000&minyear=2015&model=macan&transmission=auto&zip=30214,https://www.truecar.com/used-cars-for-sale/listing/WP1AG2A50JLB60707/?referrer_id=autotempest,2025-09-01T14:59:27.366566,2025-09-01T14:59:28.060658,1.0,2018,1.0,"$33,995",1.0,"65,465",1.0,Macan,GTS,1.0,1.0,Black,Black,1.0,1.0,AutoTempest,1.0,0,1000,2520,"convenience, performance","Park Assist, PASM"
49,https://www.autotempest.com/results?keywords=gts&localization=country&make=porsche&maxmiles=70000&maxprice=50000&maxyear=2018&minmiles=15000&minprice=20000&minyear=2015&model=macan&transmission=auto&zip=30214,https://www.truecar.com/used-cars-for-sale/listing/WP1AG2A50HLB53010/?referrer_id=autotempest,2025-09-01T14:59:27.366642,2025-09-01T14:59:28.062396,1.0,2017,1.0,"$36,995",1.0,"51,397",1.0,Macan,GTS,1.0,1.0,White,Black,1.0,1.0,AutoTempest,1.0,0,1000,2520,"convenience, performance","Park Assist, PASM"
50,https://www.autotempest.com/results?keywords=gts&localization=country&make=porsche&maxmiles=70000&maxprice=50000&maxyear=2018&minmiles=15000&minprice=20000&minyear=2015&model=macan&transmission=auto&zip=30214,https://www.truecar.com/used-cars-for-sale/listing/WP1AG2A51JLB62319/?referrer_id=autotempest,2025-09-01T14:59:27.366716,2025-09-01T14:59:28.064097,1.0,2018,1.0,"$36,900",1.0,"60,890",1.0,Macan,GTS,1.0,1.0,Jet Black Metallic,Black,1.0,1.0,AutoTempest,1.0,0,1000,2520,"convenience, performance","Park Assist, PASM"
51,https://www.autotempest.com/results?keywords=gts&localization=country&make=porsche&maxmiles=70000&maxprice=50000&maxyear=2018&minmiles=15000&minprice=20000&minyear=2015&model=macan&transmission=auto&zip=30214,https://www.truecar.com/used-cars-for-sale/listing/WP1AG2A54HLB54127/?referrer_id=autotempest,2025-09-01T14:59:27.366792,2025-09-01T14:59:28.065885,1.0,2017,1.0,"$28,700",1.0,"69,758",1.0,Macan,GTS,1.0,1.0,Gray,Black,1.0,1.0,AutoTempest,1.0,0,1000,2520,"convenience, performance","Park Assist, PASM"
52,https://www.autotempest.com/results?keywords=gts&localization=country&make=porsche&maxmiles=70000&maxprice=50000&maxyear=2018&minmiles=15000&minprice=20000&minyear=2015&model=macan&transmission=auto&zip=30214,https://details.vast.com/details/cars/ob-980c9cce91c3807e4ce3309b9549d11b960be68518c695070ce86dc4ca2c7076d44e995510de6d517ce761ef48f0ff406bf26f82a637df6dbf6160746a741de21bbe4ac4fa27a120b805629f001a8f41c055037fa71efdacb5aaa33fb2e9dc77da952df4cb0f5fcde7fea2c87a1f8619539eb33e7e742e5110700f9c23fe78cb4710cb293adb55e6f92c54b12e1697dc0a3517aa94151fc410aab6b03c027c5b670c7307701726c22d73f591714370bb/?pl=0,2025-09-01T14:59:27.366869,2025-09-01T14:59:28.067592,0.25,Unknown,0.0,Unknown,0.0,Unknown,0.0,Unknown,Base,0.0,0.0,Unknown,Unknown,0.0,0.0,AutoTempest,1.0,0,0,0,,
53,https://www.autotempest.com/results?keywords=gts&localization=country&make=porsche&maxmiles=70000&maxprice=50000&maxyear=2018&minmiles=15000&minprice=20000&minyear=2015&model=macan&transmission=auto&zip=30214,https://details.vast.com/details/cars/ob-980c9cce91c3807e4ce3309b9549d11b960be68518c695070ce86dc4ca2c7076d44e995510de6d517ce761ef48f0ff406bf26f82a637df6dbf6160746a741de2fe347cb5dcb103c9f65d901b5eabf5d9bbc6f5f8d7ccbdd7ed64af034c4de0feda952df4cb0f5fcde7fea2c87a1f8619ebe376e6b8d9456e387fcda8adb8ca084710cb293adb55e6f92c54b12e1697dc0a3517aa94151fc410aab6b03c027c5b670c7307701726c22d73f591714370bb/?pl=0,2025-09-01T14:59:27.366905,2025-09-01T14:59:28.067623,0.25,Unknown,0.0,Unknown,0.0,Unknown,0.0,Unknown,Base,0.0,0.0,Unknown,Unknown,0.0,0.0,AutoTempest,1.0,0,0,0,,
