metric,value
avg_deal_delta,10956.29702970297
best_deal_delta,26505
worst_deal_delta,-16400
automatic_percentage,0.0
manual_percentage,0.0
avg_composite_score,1543.713954368932
total_listings,103
automatic_listings,0
manual_listings,0
