listing_id,source_url,listing_url,extraction_timestamp,detection_timestamp,data_quality_score,year,year_confidence,price,price_confidence,mileage,mileage_confidence,model,trim,model_confidence,trim_confidence,exterior,interior,exterior_confidence,interior_confidence,source,source_confidence,total_options,total_options_value,total_options_msrp,options_categories,options_list,fair_value_usd,fair_value_calculation,asking_price_usd,deal_delta_usd,deal_percentage,deal_quality,composite_score,ranking_timestamp,rank
113,https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2004&minyear=1999&model=911&transmission=auto&zip=30214,https://www.cars.com/vehicledetail/397e250e-4f07-4031-a543-b31eb66487ea/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,2025-09-02T13:54:38.793571,2025-09-02T13:54:39.995763,0.625,1999,1.0,"$16,890",1.0,Unknown,0.0,911,Carrera,1.0,1.0,Unknown,Unknown,0.0,0.0,AutoTempest,1.0,0,0,0,,,37000,"{'base_value': 30500, 'year_adjustment': 6500, 'model_premium': 0, 'mileage_adjustment': 0, 'color_premium': 0, 'calculation_timestamp': '2025-09-02T13:54:40.921507'}",16890,20110,54.351351351351354,Excellent Deal,2030.99,2025-09-02T13:54:40.938584,38
106,https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2004&minyear=1999&model=911&transmission=auto&zip=30214,https://privateauto.com/listing/2002-porsche-911-carrera-2-vwcxzudwhr8?utm_source=autotempest&utm_medium=referral&utm_campaign=autotempest_listings,2025-09-02T13:54:38.793001,2025-09-02T13:54:39.976438,0.625,2002,1.0,"$18,000",1.0,Unknown,0.0,911,Carrera,1.0,1.0,Unknown,Unknown,0.0,0.0,AutoTempest,1.0,0,0,0,,,35500,"{'base_value': 30500, 'year_adjustment': 5000, 'model_premium': 0, 'mileage_adjustment': 0, 'color_premium': 0, 'calculation_timestamp': '2025-09-02T13:54:40.921444'}",18000,17500,49.29577464788733,Excellent Deal,1770.02,2025-09-02T13:54:40.938559,45
112,https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2004&minyear=1999&model=911&transmission=auto&zip=30214,https://www.hemmings.com/classifieds/listing/2004-porsche-911-west-okoboji-ia-2774673?utm_source=autotempest&utm_medium=cpc&utm_campaign=autotempest_classifieds,2025-09-02T13:54:38.793492,2025-09-02T13:54:39.995569,0.5,2004,1.0,Unknown,0.0,Unknown,0.0,911,Base,1.0,1.0,Unknown,Unknown,0.0,0.0,AutoTempest,1.0,0,0,0,,,34500,"{'base_value': 30500, 'year_adjustment': 4000, 'model_premium': 0, 'mileage_adjustment': 0, 'color_premium': 0, 'calculation_timestamp': '2025-09-02T13:54:40.921500'}",,,,Unknown,20.04,2025-09-02T13:54:40.938580,155
109,https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2004&minyear=1999&model=911&transmission=auto&zip=30214,https://www.hemmings.com/classifieds/listing/2001-porsche-911-huntington-station-ny-2793865?utm_source=autotempest&utm_medium=cpc&utm_campaign=autotempest_classifieds,2025-09-02T13:54:38.793254,2025-09-02T13:54:39.977060,0.5,2001,1.0,Unknown,0.0,Unknown,0.0,911,Base,1.0,1.0,Unknown,Unknown,0.0,0.0,AutoTempest,1.0,0,0,0,,,36000,"{'base_value': 30500, 'year_adjustment': 5500, 'model_premium': 0, 'mileage_adjustment': 0, 'color_premium': 0, 'calculation_timestamp': '2025-09-02T13:54:40.921474'}",,,,Unknown,20.01,2025-09-02T13:54:40.938570,156
110,https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2004&minyear=1999&model=911&transmission=auto&zip=30214,https://www.hemmings.com/classifieds/listing/2001-porsche-911-glendale-ca-2857739?utm_source=autotempest&utm_medium=cpc&utm_campaign=autotempest_classifieds,2025-09-02T13:54:38.793331,2025-09-02T13:54:39.977247,0.5,2001,1.0,Unknown,0.0,Unknown,0.0,911,Turbo,1.0,1.0,Unknown,Unknown,0.0,0.0,AutoTempest,1.0,0,0,0,,,36000,"{'base_value': 30500, 'year_adjustment': 5500, 'model_premium': 0, 'mileage_adjustment': 0, 'color_premium': 0, 'calculation_timestamp': '2025-09-02T13:54:40.921482'}",,,,Unknown,20.01,2025-09-02T13:54:40.938573,157
108,https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2004&minyear=1999&model=911&transmission=auto&zip=30214,https://www.hemmings.com/classifieds/listing/2000-porsche-sherman-oaks-ca-2887342?utm_source=autotempest&utm_medium=cpc&utm_campaign=autotempest_classifieds,2025-09-02T13:54:38.793181,2025-09-02T13:54:39.976867,0.375,2000,1.0,Unknown,0.0,Unknown,0.0,Unknown,Base,0.0,0.0,Unknown,Unknown,0.0,0.0,AutoTempest,1.0,0,0,0,,,36500,"{'base_value': 30500, 'year_adjustment': 6000, 'model_premium': 0, 'mileage_adjustment': 0, 'color_premium': 0, 'calculation_timestamp': '2025-09-02T13:54:40.921463'}",,,,Unknown,20.0,2025-09-02T13:54:40.938567,158
77,https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2008&minyear=2005&model=boxster&transmission=auto&zip=30214,https://details.vast.com/details/cars/ob-980c9cce91c3807e4ce3309b9549d11b960be68518c695070ce86dc4ca2c7076d44e995510de6d517ce761ef48f0ff406bf26f82a637df6dbf6160746a741de2cc79772034db415990d623cf370cab234a4d115d4fd0153638f2d3a5f934dcf4606ed98746a4614d5278450195502430dafd7703befe0164ec634285dbbb51144710cb293adb55e6f92c54b12e1697dc0a3517aa94151fc410aab6b03c027c5b670c7307701726c22d73f591714370bb/?pl=0,2025-09-02T13:54:38.788695,2025-09-02T13:54:39.689104,0.25,Unknown,0.0,Unknown,0.0,Unknown,0.0,Unknown,Base,0.0,0.0,Unknown,Unknown,0.0,0.0,AutoTempest,1.0,0,0,0,,,30500,"{'base_value': 30500, 'year_adjustment': 0, 'model_premium': 0, 'mileage_adjustment': 0, 'color_premium': 0, 'calculation_timestamp': '2025-09-02T13:54:40.921147'}",,,,Unknown,0.0,2025-09-02T13:54:40.938447,160
78,https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2008&minyear=2005&model=cayman&transmission=auto&zip=30214,https://carsandbids.com/auctions/r45wlGPy/2008-porsche-cayman?utm_source=autotempest&utm_medium=referral&utm_campaign=at_search,2025-09-02T13:54:38.788737,2025-09-02T13:54:39.689220,0.25,Unknown,0.0,Unknown,0.0,Unknown,0.0,Unknown,Base,0.0,0.0,Unknown,Unknown,0.0,0.0,AutoTempest,1.0,0,0,0,,,30500,"{'base_value': 30500, 'year_adjustment': 0, 'model_premium': 0, 'mileage_adjustment': 0, 'color_premium': 0, 'calculation_timestamp': '2025-09-02T13:54:40.921158'}",,,,Unknown,0.0,2025-09-02T13:54:40.938451,161
105,https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2008&minyear=2005&model=cayman&transmission=auto&zip=30214,https://details.vast.com/details/cars/ob-980c9cce91c3807e4ce3309b9549d11b960be68518c695070ce86dc4ca2c7076d44e995510de6d517ce761ef48f0ff406bf26f82a637df6dbf6160746a741de24d8778bf50cad4056f1e41a9f603232676710baf72d5633e7eaf6c1c6f68894c2455c3e628140c49ce5278c14248173061a87c579b900f33d787edb5cd8be4bca7ed5e6dba59452436cae46fcdb68135b47af191a980f2a963cf42b02a815fca80fd0c366ff46a6599fa98f7c46b42d5/?pl=0,2025-09-02T13:54:38.792962,2025-09-02T13:54:39.976318,0.25,Unknown,0.0,Unknown,0.0,Unknown,0.0,Unknown,Base,0.0,0.0,Unknown,Unknown,0.0,0.0,AutoTempest,1.0,0,0,0,,,30500,"{'base_value': 30500, 'year_adjustment': 0, 'model_premium': 0, 'mileage_adjustment': 0, 'color_premium': 0, 'calculation_timestamp': '2025-09-02T13:54:40.921433'}",,,,Unknown,0.0,2025-09-02T13:54:40.938556,162
204,https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2004&minyear=1999&model=911&transmission=auto&zip=30214,https://details.vast.com/details/cars/ob-980c9cce91c3807e4ce3309b9549d11b960be68518c695070ce86dc4ca2c7076d44e995510de6d517ce761ef48f0ff406bf26f82a637df6dbf6160746a741de2cbd2adfccaf5dae6909c4292c19fc073765ebe9c03fd4019be1167366136b16f2455c3e628140c49ce5278c1424817301d0e3f1e289696b3e84ee751ce4f1b0fa7ed5e6dba59452436cae46fcdb68135b47af191a980f2a963cf42b02a815fca80fd0c366ff46a6599fa98f7c46b42d5/?pl=0,2025-09-02T13:54:38.807283,2025-09-02T13:54:40.898626,0.25,Unknown,0.0,Unknown,0.0,Unknown,0.0,Unknown,Base,0.0,0.0,Unknown,Unknown,0.0,0.0,AutoTempest,1.0,0,0,0,,,30500,"{'base_value': 30500, 'year_adjustment': 0, 'model_premium': 0, 'mileage_adjustment': 0, 'color_premium': 0, 'calculation_timestamp': '2025-09-02T13:54:40.922456'}",,,,Unknown,0.0,2025-09-02T13:54:40.938905,163
