source_url,year,model,fair_value_usd,asking_price_usd,deal_delta_usd,deal_quality,timestamp
https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2012&minyear=2009&model=boxster&transmission=auto&zip=30214,Unknown,,31200,29900,-1300,Excellent Deal,2025-08-25T22:22:09.739936
