metric,value
avg_deal_delta,7491.530612244898
best_deal_delta,25505
worst_deal_delta,-16400
automatic_percentage,0.0
manual_percentage,0.0
avg_composite_score,734.9458932038834
total_listings,103
automatic_listings,0
manual_listings,0
