metric,value
avg_deal_delta,7558.029702970297
best_deal_delta,25505
worst_deal_delta,-16400
automatic_percentage,0.0
manual_percentage,0.0
avg_composite_score,749.544058095238
total_listings,105
automatic_listings,0
manual_listings,0
