metric,value
avg_deal_delta,0
best_deal_delta,0
worst_deal_delta,0
automatic_percentage,0.0
manual_percentage,0.0
avg_composite_score,20.460793333333335
total_listings,30
automatic_listings,0
manual_listings,0
