listing_id,source_url,listing_url,extraction_timestamp,detection_timestamp,data_quality_score,year,year_confidence,price,price_confidence,mileage,mileage_confidence,model,trim,model_confidence,trim_confidence,exterior,interior,exterior_confidence,interior_confidence,source,source_confidence,total_options,total_options_value,total_options_msrp,options_categories,options_list,fair_value_usd,fair_value_calculation,asking_price_usd,deal_delta_usd,deal_percentage,deal_quality,composite_score,ranking_timestamp,rank
59,https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2004&minyear=1999&model=911&transmission=auto&zip=30214,https://www.ebay.com/itm/376515195858?hash=item57aa0df3d2%3Ag%3AapkAAeSwev9osh4m&mkevt=1&mkcid=1&mkrid=711-53200-19255-0&campid=5337650957&customid=&toolid=10049,2025-08-31T23:46:56.077942,2025-08-31T23:46:56.763644,1.0,2003,1.0,"$6,100",1.0,"96,930",1.0,911,TURBO,1.0,1.0,Silver,Black,1.0,1.0,AutoTempest,1.0,0,0,0,,,33700,"{'base_value': 30500, 'year_adjustment': 4500, 'model_premium': 0, 'mileage_adjustment': -1500, 'color_premium': 200, 'calculation_timestamp': '2025-08-31T23:46:56.810280'}",6100,27600,81.89910979228486,Excellent Deal,2780.337,2025-08-31T23:46:56.816846,1
54,https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2004&minyear=1999&model=911&transmission=auto&zip=30214,https://www.cars.com/vehicledetail/481796d6-14d6-40f8-a65e-3f39d6181200/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,2025-08-31T23:46:56.076889,2025-08-31T23:46:56.739653,0.875,2001,1.0,"$12,750",1.0,0,1.0,911,Carrera,1.0,1.0,Polar Silver Metallic,Unknown,1.0,0.0,AutoTempest,1.0,0,2200,10475,"performance, exterior, technology, seating","Sport Exhaust (PSE), Bi-Xenon Headlights with Dynamic Cornering, 18–19"" Upgraded Wheels, BOSE Surround Sound, PCM w/ Navigation, Heated Seats",36000,"{'base_value': 30500, 'year_adjustment': 5500, 'model_premium': 0, 'mileage_adjustment': 0, 'color_premium': 0, 'calculation_timestamp': '2025-08-31T23:46:56.810239'}",12750,23250,64.58333333333334,Excellent Deal,2355.01,2025-08-31T23:46:56.816831,2
45,https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2004&minyear=1999&model=911&transmission=auto&zip=30214,https://www.cars.com/vehicledetail/77e9b6b8-ce1a-43f2-8a05-ffeb1117ea63/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,2025-08-31T23:46:56.076195,2025-08-31T23:46:56.618689,1.0,2000,1.0,"$14,850",1.0,"142,721",1.0,911,Carrera,1.0,1.0,Silver,Burgundy,1.0,1.0,AutoTempest,1.0,0,1950,6885,"performance, exterior, seating","Sport Exhaust (PSE), Bi-Xenon Headlights with Dynamic Cornering, 18–19"" Upgraded Wheels, Sport Seats / Adaptive Sport Seats",35000,"{'base_value': 30500, 'year_adjustment': 6000, 'model_premium': 0, 'mileage_adjustment': -1500, 'color_premium': 0, 'calculation_timestamp': '2025-08-31T23:46:56.810157'}",14850,20150,57.57142857142858,Excellent Deal,2030.7279,2025-08-31T23:46:56.816790,4
63,https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2004&minyear=1999&model=911&transmission=auto&zip=30214,https://www.ebay.com/itm/205671640122?hash=item2fe2fc2c3a%3Ag%3ALFwAAeSwOo5onfJ-&mkevt=1&mkcid=1&mkrid=711-53200-19255-0&campid=5337650957&customid=&toolid=10049,2025-08-31T23:46:56.078501,2025-08-31T23:46:56.768164,0.75,2000,1.0,"$14,858",1.0,"106,678",1.0,911,Carrera,1.0,1.0,Unknown,Unknown,0.0,0.0,AutoTempest,1.0,0,0,0,,,35000,"{'base_value': 30500, 'year_adjustment': 6000, 'model_premium': 0, 'mileage_adjustment': -1500, 'color_premium': 0, 'calculation_timestamp': '2025-08-31T23:46:56.810314'}",14858,20142,57.54857142857143,Excellent Deal,2033.5322,2025-08-31T23:46:56.816878,3
8,https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2004&minyear=1999&model=911&transmission=auto&zip=30214,https://www.cars.com/vehicledetail/397e250e-4f07-4031-a543-b31eb66487ea/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,2025-08-31T23:46:56.072626,2025-08-31T23:46:56.117903,1.0,1999,1.0,"$16,890",1.0,"144,838",1.0,911,Carrera,1.0,1.0,Blue,Black,1.0,1.0,AutoTempest,1.0,0,2250,8235,"performance, exterior, seating, technology","Sport Exhaust (PSE), Bi-Xenon Headlights with Dynamic Cornering, 18–19"" Upgraded Wheels, Sport Seats / Adaptive Sport Seats, BOSE Surround Sound",35700,"{'base_value': 30500, 'year_adjustment': 6500, 'model_premium': 0, 'mileage_adjustment': -1500, 'color_premium': 200, 'calculation_timestamp': '2025-08-31T23:46:56.809844'}",16890,18810,52.689075630252105,Excellent Deal,1896.5062,2025-08-31T23:46:56.816660,5
12,https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2004&minyear=1999&model=911&transmission=auto&zip=30214,https://www.cars.com/vehicledetail/715969b3-5a94-4597-9ba4-8a09b0bf63de/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,2025-08-31T23:46:56.072968,2025-08-31T23:46:56.183645,1.0,1999,1.0,"$16,995",1.0,"165,980",1.0,911,Carrera,1.0,1.0,Black,Beige,1.0,1.0,AutoTempest,1.0,0,1950,6885,"performance, exterior, seating","Sport Exhaust (PSE), Bi-Xenon Headlights with Dynamic Cornering, 18–19"" Upgraded Wheels, Sport Seats / Adaptive Sport Seats",35800,"{'base_value': 30500, 'year_adjustment': 6500, 'model_premium': 0, 'mileage_adjustment': -1500, 'color_premium': 300, 'calculation_timestamp': '2025-08-31T23:46:56.809879'}",16995,18805,52.52793296089385,Excellent Deal,1893.892,2025-08-31T23:46:56.816674,6
7,https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2004&minyear=1999&model=911&transmission=auto&zip=30214,https://www.cars.com/vehicledetail/78a20302-90d1-4c92-ba3f-fc583453252d/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,2025-08-31T23:46:56.072532,2025-08-31T23:46:56.100047,1.0,2000,1.0,"$17,997",1.0,"74,607",1.0,911,Carrera,1.0,1.0,Arctic Silver Metallic,Black,1.0,1.0,AutoTempest,1.0,0,1950,6885,"performance, exterior, seating","Sport Exhaust (PSE), Bi-Xenon Headlights with Dynamic Cornering, 18–19"" Upgraded Wheels, Sport Seats / Adaptive Sport Seats",36200,"{'base_value': 30500, 'year_adjustment': 6000, 'model_premium': 0, 'mileage_adjustment': -500, 'color_premium': 200, 'calculation_timestamp': '2025-08-31T23:46:56.809835'}",17997,18203,50.284530386740336,Excellent Deal,1842.8393,2025-08-31T23:46:56.816656,7
1,https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2004&minyear=1999&model=911&transmission=auto&zip=30214,https://privateauto.com/listing/2002-porsche-911-carrera-2-vwcxzudwhr8?utm_source=autotempest&utm_medium=referral&utm_campaign=autotempest_listings,2025-08-31T23:46:56.070229,2025-08-31T23:46:56.099448,0.625,2002,1.0,"$18,000",1.0,Unknown,0.0,911,Carrera,1.0,1.0,Unknown,Unknown,0.0,0.0,AutoTempest,1.0,0,0,0,,,35500,"{'base_value': 30500, 'year_adjustment': 5000, 'model_premium': 0, 'mileage_adjustment': 0, 'color_premium': 0, 'calculation_timestamp': '2025-08-31T23:46:56.809730'}",18000,17500,49.29577464788733,Excellent Deal,1770.02,2025-08-31T23:46:56.816610,8
90,https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2004&minyear=1999&model=911&transmission=auto&zip=30214,https://www.truecar.com/used-cars-for-sale/listing/WP0CA2990XS656205/?referrer_id=autotempest,2025-08-31T23:46:56.081243,2025-08-31T23:46:56.797580,1.0,1999,1.0,"$19,000",1.0,"79,047",1.0,911,Carrera,1.0,1.0,White,Gray,1.0,1.0,AutoTempest,1.0,0,0,0,,,35700,"{'base_value': 30500, 'year_adjustment': 6500, 'model_premium': 0, 'mileage_adjustment': -1500, 'color_premium': 200, 'calculation_timestamp': '2025-08-31T23:46:56.810538'}",19000,16700,46.778711484593835,Excellent Deal,1692.0853,2025-08-31T23:46:56.817009,9
83,https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2004&minyear=1999&model=911&transmission=auto&zip=30214,https://www.truecar.com/used-cars-for-sale/listing/WP0CA29981S653320/?referrer_id=autotempest,2025-08-31T23:46:56.080689,2025-08-31T23:46:56.790394,1.0,2001,1.0,"$18,985",1.0,"79,049",1.0,911,Carrera,1.0,1.0,Lapis Blue Metallic,Black,1.0,1.0,AutoTempest,1.0,0,0,0,,,34700,"{'base_value': 30500, 'year_adjustment': 5500, 'model_premium': 0, 'mileage_adjustment': -1500, 'color_premium': 200, 'calculation_timestamp': '2025-08-31T23:46:56.810481'}",18985,15715,45.288184438040346,Excellent Deal,1593.6051,2025-08-31T23:46:56.816990,10
