listing_id,source_url,listing_url,extraction_timestamp,detection_timestamp,data_quality_score,year,year_confidence,price,price_confidence,mileage,mileage_confidence,model_trim,model_trim_confidence,exterior_color,interior_color,exterior_color_confidence,interior_color_confidence,source,source_confidence,total_options,total_options_value,options_categories,options_list,fair_value_usd,fair_value_calculation,asking_price_usd,deal_delta_usd,deal_percentage,deal_quality,composite_score,ranking_timestamp,rank
16,https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2012&minyear=2012&model=boxster&transmission=auto&zip=30214https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2012&minyear=2009&model=boxster&transmission=auto&zip=30214,https://www.autotempest.com//www.autotempest.com/details/vast-7419201592332622812,2025-08-26T14:29:18.605823,2025-08-26T14:29:18.847768,0.2857142857142857,2025,1.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,Unknown,Unknown,0.0,0.0,AutoTempest,1.0,0,300,technology,PCM w/ Navigation,24000,"{'base_value': 30500, 'year_adjustment': -6500, 'model_premium': 0, 'mileage_adjustment': 0, 'color_premium': 0, 'calculation_timestamp': '2025-08-26T14:29:18.865531'}",,,,Unknown,20.25,2025-08-26T14:29:18.871268,8
7,https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2012&minyear=2012&model=boxster&transmission=auto&zip=30214https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2012&minyear=2009&model=boxster&transmission=auto&zip=30214,https://www.cars.com/vehicledetail/571de632-1f0c-428d-808c-a1e93e992e13/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,2025-08-26T14:29:18.603683,2025-08-26T14:29:18.723632,1.0,2012,1.0,"$19,499",1.0,"105,081",1.0,Boxster s,1.0,Black,Black,1.0,1.0,AutoTempest,1.0,0,1100,"exterior, seating, technology","Bi-Xenon Headlights with Dynamic Cornering, Heated Seats, PCM w/ Navigation, 18–19"" Upgraded Wheels",29500,"{'base_value': 30500, 'year_adjustment': 0, 'model_premium': 0, 'mileage_adjustment': -1500, 'color_premium': 500, 'calculation_timestamp': '2025-08-26T14:29:18.862523'}",19499,10001,33.90169491525424,Excellent Deal,1019.7119,2025-08-26T14:29:18.871231,4
1,https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2012&minyear=2012&model=boxster&transmission=auto&zip=30214https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2012&minyear=2009&model=boxster&transmission=auto&zip=30214,https://www.cars.com/vehicledetail/dccb8902-a155-44e3-bf33-6f563cb8bb77/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,2025-08-26T14:29:18.601866,2025-08-26T14:29:18.621462,1.0,2012,1.0,"$29,900",1.0,"86,375",1.0,Boxster s,1.0,Aqua Blue Metallic,TAN,1.0,1.0,AutoTempest,1.0,0,2800,"exterior, technology, seating, performance, convenience","Bi-Xenon Headlights with Dynamic Cornering, BOSE Surround Sound, Heated Seats, Limited Slip Differential (LSD), Park Assist, PCM w/ Navigation, 18–19"" Upgraded Wheels",29000,"{'base_value': 30500, 'year_adjustment': 0, 'model_premium': 0, 'mileage_adjustment': -1500, 'color_premium': 0, 'calculation_timestamp': '2025-08-26T14:29:18.860373'}",29900,-900,-3.103448275862069,Fair Price,-68.5175,2025-08-26T14:29:18.871196,10
2,https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2012&minyear=2012&model=boxster&transmission=auto&zip=30214https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2012&minyear=2009&model=boxster&transmission=auto&zip=30214,https://www.cars.com/vehicledetail/bd944391-c66a-48cc-956e-deb2de745d0a/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,2025-08-26T14:29:18.602728,2025-08-26T14:29:18.636243,1.0,2011,1.0,"$19,997",1.0,"82,539",1.0,Boxster s,1.0,Black,Black,1.0,1.0,AutoTempest,1.0,0,700,"technology, exterior","PCM w/ Navigation, 18–19"" Upgraded Wheels",30000,"{'base_value': 30500, 'year_adjustment': 500, 'model_premium': 0, 'mileage_adjustment': -1500, 'color_premium': 500, 'calculation_timestamp': '2025-08-26T14:29:18.860794'}",19997,10003,33.343333333333334,Excellent Deal,1022.1561,2025-08-26T14:29:18.871208,3
11,https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2012&minyear=2012&model=boxster&transmission=auto&zip=30214https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2012&minyear=2009&model=boxster&transmission=auto&zip=30214,https://www.truecar.com/used-cars-for-sale/listing/WP0CB2A85BS730081/?referrer_id=autotempest,2025-08-26T14:29:18.604542,2025-08-26T14:29:18.781503,1.0,2011,1.0,"$30,190",1.0,"100,159",1.0,Boxster Base,1.0,Black,Black,1.0,1.0,AutoTempest,1.0,0,0,,,30000,"{'base_value': 30500, 'year_adjustment': 500, 'model_premium': 0, 'mileage_adjustment': -1500, 'color_premium': 500, 'calculation_timestamp': '2025-08-26T14:29:18.863937'}",30190,-190,-0.6333333333333333,Fair Price,1.0940999999999994,2025-08-26T14:29:18.871248,9
4,https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2012&minyear=2012&model=boxster&transmission=auto&zip=30214https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2012&minyear=2009&model=boxster&transmission=auto&zip=30214,https://www.cars.com/vehicledetail/bef1535e-4d4d-481e-8ca8-4e69dd69d141/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,2025-08-26T14:29:18.603149,2025-08-26T14:29:18.671953,1.0,2011,1.0,"$30,800",1.0,"76,250",1.0,Boxster s,1.0,Gray,Gray,1.0,1.0,AutoTempest,1.0,0,1400,"exterior, technology, seating","Bi-Xenon Headlights with Dynamic Cornering, BOSE Surround Sound, Heated Seats, PCM w/ Navigation, 18–19"" Upgraded Wheels",29500,"{'base_value': 30500, 'year_adjustment': 500, 'model_premium': 0, 'mileage_adjustment': -1500, 'color_premium': 0, 'calculation_timestamp': '2025-08-26T14:29:18.861457'}",30800,-1300,-4.406779661016949,Overpriced,-107.515,2025-08-26T14:29:18.871218,11
9,https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2012&minyear=2012&model=boxster&transmission=auto&zip=30214https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2012&minyear=2009&model=boxster&transmission=auto&zip=30214,https://www.cars.com/vehicledetail/c2112af7-00a0-49bf-9278-d9e6f627d93e/?aff=atempst&utm_campaign=atempst&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,2025-08-26T14:29:18.604003,2025-08-26T14:29:18.754723,1.0,2011,1.0,"$32,999",1.0,"80,000",1.0,Boxster s,1.0,Silver,Black,1.0,1.0,AutoTempest,1.0,0,0,,,29700,"{'base_value': 30500, 'year_adjustment': 500, 'model_premium': 0, 'mileage_adjustment': -1500, 'color_premium': 200, 'calculation_timestamp': '2025-08-26T14:29:18.863246'}",32999,-3299,-11.107744107744107,Overpriced,-307.79,2025-08-26T14:29:18.871239,14
5,https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2012&minyear=2012&model=boxster&transmission=auto&zip=30214https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2012&minyear=2009&model=boxster&transmission=auto&zip=30214,https://www.cars.com/vehicledetail/d58b0ed4-43af-43c6-aec4-1fec0d7b3dfc/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,2025-08-26T14:29:18.603329,2025-08-26T14:29:18.687461,1.0,2011,1.0,"$41,998",1.0,"43,076",1.0,Boxster s,1.0,Gray,Black,1.0,1.0,AutoTempest,1.0,0,2200,"technology, performance, exterior","BOSE Surround Sound, Limited Slip Differential (LSD), PCM w/ Navigation, 18–19"" Upgraded Wheels",31200,"{'base_value': 30500, 'year_adjustment': 500, 'model_premium': 0, 'mileage_adjustment': 0, 'color_premium': 200, 'calculation_timestamp': '2025-08-26T14:29:18.861873'}",41998,-10798,-34.60897435897436,Overpriced,-1053.9976000000001,2025-08-26T14:29:18.871222,16
8,https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2012&minyear=2012&model=boxster&transmission=auto&zip=30214https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2012&minyear=2009&model=boxster&transmission=auto&zip=30214,https://www.cars.com/vehicledetail/5478a97d-5d9b-4b8c-9063-147503a1631e/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,2025-08-26T14:29:18.603858,2025-08-26T14:29:18.739540,1.0,2010,1.0,"$17,987",1.0,"116,045",1.0,Boxster s,1.0,Black interior color,Gasoline fuel type,1.0,1.0,AutoTempest,1.0,0,450,"technology, seating","BOSE Surround Sound, Heated Seats",30300,"{'base_value': 30500, 'year_adjustment': 1000, 'model_premium': 0, 'mileage_adjustment': -1500, 'color_premium': 300, 'calculation_timestamp': '2025-08-26T14:29:18.862835'}",17987,12313,40.63696369636964,Excellent Deal,1249.7955000000002,2025-08-26T14:29:18.871235,2
6,https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2012&minyear=2012&model=boxster&transmission=auto&zip=30214https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2012&minyear=2009&model=boxster&transmission=auto&zip=30214,https://www.cars.com/vehicledetail/00913ac2-c363-4c68-be09-13193ee12b64/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,2025-08-26T14:29:18.603504,2025-08-26T14:29:18.705608,1.0,2010,1.0,"$26,992",1.0,"33,497",1.0,Boxster s,1.0,Silver,Black,1.0,1.0,AutoTempest,1.0,0,550,"seating, exterior","Heated Seats, 18–19"" Upgraded Wheels",31700,"{'base_value': 30500, 'year_adjustment': 1000, 'model_premium': 0, 'mileage_adjustment': 0, 'color_premium': 200, 'calculation_timestamp': '2025-08-26T14:29:18.862212'}",26992,4708,14.85173501577287,Excellent Deal,497.55030000000005,2025-08-26T14:29:18.871227,5
13,https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2012&minyear=2012&model=boxster&transmission=auto&zip=30214https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2012&minyear=2009&model=boxster&transmission=auto&zip=30214,https://www.truecar.com/used-cars-for-sale/listing/WP0CA2A84AS710096/?referrer_id=autotempest,2025-08-26T14:29:18.605059,2025-08-26T14:29:18.805579,0.7142857142857143,2010,1.0,"$33,995",1.0,"8,450",1.0,Boxster Base,1.0,Unknown,Unknown,1.0,1.0,AutoTempest,1.0,0,150,seating,Heated Seats,32500,"{'base_value': 30500, 'year_adjustment': 1000, 'model_premium': 0, 'mileage_adjustment': 1000, 'color_premium': 0, 'calculation_timestamp': '2025-08-26T14:29:18.864589'}",33995,-1495,-4.6,Overpriced,-120.245,2025-08-26T14:29:18.871256,12
14,https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2012&minyear=2012&model=boxster&transmission=auto&zip=30214https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2012&minyear=2009&model=boxster&transmission=auto&zip=30214,https://www.truecar.com/used-cars-for-sale/listing/WP0CB2A87AS730095/?referrer_id=autotempest,2025-08-26T14:29:18.605309,2025-08-26T14:29:18.821466,1.0,2010,1.0,"$33,700",1.0,"39,587",1.0,Boxster Base,1.0,Gt Silver Metallic,Black,1.0,1.0,AutoTempest,1.0,0,0,,,31700,"{'base_value': 30500, 'year_adjustment': 1000, 'model_premium': 0, 'mileage_adjustment': 0, 'color_premium': 200, 'calculation_timestamp': '2025-08-26T14:29:18.864970'}",33700,-2000,-6.309148264984227,Overpriced,-173.8587,2025-08-26T14:29:18.871260,13
