listing_id,source_url,listing_url,extraction_timestamp,detection_timestamp,data_quality_score,year,year_confidence,price,price_confidence,mileage,mileage_confidence,model_trim,model_trim_confidence,exterior_color,interior_color,exterior_color_confidence,interior_color_confidence,source,source_confidence,total_options,total_options_value,total_options_msrp,options_categories,options_list
22,https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2012&minyear=2009&model=boxster&transmission=auto&zip=30214,https://www.ebay.com/itm/306463169067?hash=item475aa0da2b%3Ag%3ABv4AAOSwQS9oWly0&mkevt=1&mkcid=1&mkrid=711-53200-19255-0&campid=5337650957&customid=&toolid=10049,2025-08-28T16:49:13.287313,2025-08-28T16:49:13.309590,0.14285714285714285,Unknown,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,Unknown,Unknown,0.0,0.0,AutoTempest,1.0,0,0,0,,
23,https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2012&minyear=2009&model=boxster&transmission=auto&zip=30214,https://www.truecar.com/used-cars-for-sale/listing/WP0CB298X9U730175/?referrer_id=autotempest,2025-08-28T16:49:13.287331,2025-08-28T16:49:13.309599,0.14285714285714285,Unknown,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,Unknown,Unknown,0.0,0.0,AutoTempest,1.0,0,0,0,,
24,https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2012&minyear=2009&model=boxster&transmission=auto&zip=30214,https://www.truecar.com/used-cars-for-sale/listing/WP0CA29899U710776/?referrer_id=autotempest,2025-08-28T16:49:13.287348,2025-08-28T16:49:13.309605,0.14285714285714285,Unknown,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,Unknown,Unknown,0.0,0.0,AutoTempest,1.0,0,0,0,,
25,https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2012&minyear=2009&model=boxster&transmission=auto&zip=30214,https://www.truecar.com/used-cars-for-sale/listing/WP0CB2A87AS730095/?referrer_id=autotempest,2025-08-28T16:49:13.287366,2025-08-28T16:49:13.309611,0.14285714285714285,Unknown,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,Unknown,Unknown,0.0,0.0,AutoTempest,1.0,0,0,0,,
26,https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2008&minyear=2005&model=boxster&transmission=auto&zip=30214,https://www.cars.com/vehicledetail/9f626141-ad85-4849-a4b3-2220e21cd082/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,2025-08-28T16:49:13.287383,2025-08-28T16:49:13.309616,0.14285714285714285,Unknown,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,Unknown,Unknown,0.0,0.0,AutoTempest,1.0,0,0,0,,
27,https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2008&minyear=2005&model=boxster&transmission=auto&zip=30214,https://www.cars.com/vehicledetail/fc65521b-9c82-44d4-b3f3-14c549310034/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,2025-08-28T16:49:13.287411,2025-08-28T16:49:13.309622,0.14285714285714285,Unknown,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,Unknown,Unknown,0.0,0.0,AutoTempest,1.0,0,0,0,,
28,https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2008&minyear=2005&model=boxster&transmission=auto&zip=30214,https://www.cars.com/vehicledetail/c7ceabaa-7849-44e0-a2b9-7fb3e1f23def/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,2025-08-28T16:49:13.287431,2025-08-28T16:49:13.309627,0.14285714285714285,Unknown,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,Unknown,Unknown,0.0,0.0,AutoTempest,1.0,0,0,0,,
29,https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2008&minyear=2005&model=boxster&transmission=auto&zip=30214,https://www.cars.com/vehicledetail/95c9866c-88de-46b8-9519-f838abe45042/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,2025-08-28T16:49:13.287450,2025-08-28T16:49:13.309633,0.14285714285714285,Unknown,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,Unknown,Unknown,0.0,0.0,AutoTempest,1.0,0,0,0,,
30,https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2012&minyear=2009&model=boxster&transmission=auto&zip=30214,https://www.truecar.com/used-cars-for-sale/listing/WP0CA2A84AS710096/?referrer_id=autotempest,2025-08-28T16:49:13.287468,2025-08-28T16:49:13.309638,0.14285714285714285,Unknown,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,Unknown,Unknown,0.0,0.0,AutoTempest,1.0,0,0,0,,
31,https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2008&minyear=2005&model=boxster&transmission=auto&zip=30214,https://www.cars.com/vehicledetail/f1f43715-de96-4710-9f13-fd25c2899a3c/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,2025-08-28T16:49:13.287486,2025-08-28T16:49:13.309644,0.14285714285714285,Unknown,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,Unknown,Unknown,0.0,0.0,AutoTempest,1.0,0,0,0,,
32,https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2008&minyear=2005&model=boxster&transmission=auto&zip=30214,https://www.cars.com/vehicledetail/2cfefaef-f45f-4bde-8e9e-fd3523ed06f6/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,2025-08-28T16:49:13.287505,2025-08-28T16:49:13.309649,0.14285714285714285,Unknown,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,Unknown,Unknown,0.0,0.0,AutoTempest,1.0,0,0,0,,
33,https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2008&minyear=2005&model=boxster&transmission=auto&zip=30214,https://www.cars.com/vehicledetail/3c40cf09-d120-4ff0-b809-87c026a9753b/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,2025-08-28T16:49:13.287523,2025-08-28T16:49:13.309655,0.14285714285714285,Unknown,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,Unknown,Unknown,0.0,0.0,AutoTempest,1.0,0,0,0,,
34,https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2008&minyear=2005&model=boxster&transmission=auto&zip=30214,https://www.cars.com/vehicledetail/62ceba9d-69e4-4163-ac8b-578a06b060d1/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,2025-08-28T16:49:13.287540,2025-08-28T16:49:13.309660,0.14285714285714285,Unknown,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,Unknown,Unknown,0.0,0.0,AutoTempest,1.0,0,0,0,,
35,https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2008&minyear=2005&model=boxster&transmission=auto&zip=30214,https://www.cars.com/vehicledetail/7ff835b2-73ce-405b-b82f-4f92937de90a/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,2025-08-28T16:49:13.287558,2025-08-28T16:49:13.309666,0.14285714285714285,Unknown,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,Unknown,Unknown,0.0,0.0,AutoTempest,1.0,0,0,0,,
36,https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2008&minyear=2005&model=boxster&transmission=auto&zip=30214,https://www.cars.com/vehicledetail/19912f21-aad9-49cf-a97e-7c4b860d4868/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,2025-08-28T16:49:13.287575,2025-08-28T16:49:13.309674,0.14285714285714285,Unknown,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,Unknown,Unknown,0.0,0.0,AutoTempest,1.0,0,0,0,,
37,https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2008&minyear=2005&model=boxster&transmission=auto&zip=30214,https://www.cars.com/vehicledetail/9cb14bba-1024-47de-b8d0-a0fcfaefed0c/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,2025-08-28T16:49:13.287593,2025-08-28T16:49:13.309680,0.14285714285714285,Unknown,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,Unknown,Unknown,0.0,0.0,AutoTempest,1.0,0,0,0,,
38,https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2008&minyear=2005&model=boxster&transmission=auto&zip=30214,https://www.cars.com/vehicledetail/6e4a2e91-fea6-459d-8fdf-f2b27b9343b2/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,2025-08-28T16:49:13.287610,2025-08-28T16:49:13.309686,0.14285714285714285,Unknown,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,Unknown,Unknown,0.0,0.0,AutoTempest,1.0,0,0,0,,
39,https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2008&minyear=2005&model=boxster&transmission=auto&zip=30214,https://www.cars.com/vehicledetail/416d7fe2-4861-415b-9c2a-a7ab4c5e0c28/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,2025-08-28T16:49:13.287628,2025-08-28T16:49:13.309691,0.14285714285714285,Unknown,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,Unknown,Unknown,0.0,0.0,AutoTempest,1.0,0,0,0,,
40,https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2008&minyear=2005&model=boxster&transmission=auto&zip=30214,https://www.cars.com/vehicledetail/bc38adff-dd6b-4711-b159-96b136191a87/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,2025-08-28T16:49:13.287646,2025-08-28T16:49:13.309697,0.14285714285714285,Unknown,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,Unknown,Unknown,0.0,0.0,AutoTempest,1.0,0,0,0,,
41,https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2008&minyear=2005&model=boxster&transmission=auto&zip=30214,https://www.cars.com/vehicledetail/d442cf81-87a1-40ef-a997-caeb092ebcc6/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,2025-08-28T16:49:13.287667,2025-08-28T16:49:13.309702,0.14285714285714285,Unknown,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,Unknown,Unknown,0.0,0.0,AutoTempest,1.0,0,0,0,,
42,https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2008&minyear=2005&model=boxster&transmission=auto&zip=30214,https://www.cars.com/vehicledetail/a5cad815-a219-43c1-afa8-1ce6078ae1e1/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,2025-08-28T16:49:13.287688,2025-08-28T16:49:13.309710,0.14285714285714285,Unknown,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,Unknown,Unknown,0.0,0.0,AutoTempest,1.0,0,0,0,,
43,https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2008&minyear=2005&model=boxster&transmission=auto&zip=30214,https://www.cars.com/vehicledetail/5d5ce528-163b-4383-b3fa-5531a6104321/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,2025-08-28T16:49:13.287706,2025-08-28T16:49:13.309716,0.14285714285714285,Unknown,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,Unknown,Unknown,0.0,0.0,AutoTempest,1.0,0,0,0,,
44,https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2008&minyear=2005&model=boxster&transmission=auto&zip=30214,https://www.cars.com/vehicledetail/07cecce0-f68c-4e62-9ca9-dc2c9f837af6/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,2025-08-28T16:49:13.287723,2025-08-28T16:49:13.309722,0.14285714285714285,Unknown,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,Unknown,Unknown,0.0,0.0,AutoTempest,1.0,0,0,0,,
45,https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2008&minyear=2005&model=boxster&transmission=auto&zip=30214,https://www.cars.com/vehicledetail/3ef1bf7d-1150-4264-bfc3-03ff6f002a24/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,2025-08-28T16:49:13.287740,2025-08-28T16:49:13.309727,0.14285714285714285,Unknown,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,Unknown,Unknown,0.0,0.0,AutoTempest,1.0,0,0,0,,
46,https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2008&minyear=2005&model=boxster&transmission=auto&zip=30214,https://www.cars.com/vehicledetail/f926408c-74ac-44b8-998b-859361faea39/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,2025-08-28T16:49:13.287758,2025-08-28T16:49:13.309733,0.14285714285714285,Unknown,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,Unknown,Unknown,0.0,0.0,AutoTempest,1.0,0,0,0,,
47,https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2008&minyear=2005&model=boxster&transmission=auto&zip=30214,https://www.cars.com/vehicledetail/edcd364d-6a32-4d26-8537-b3c609f25dbe/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,2025-08-28T16:49:13.287776,2025-08-28T16:49:13.309741,0.14285714285714285,Unknown,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,Unknown,Unknown,0.0,0.0,AutoTempest,1.0,0,0,0,,
48,https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2008&minyear=2005&model=boxster&transmission=auto&zip=30214,https://www.cars.com/vehicledetail/e64d8f48-bebf-4377-889d-8a84490f3822/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,2025-08-28T16:49:13.287794,2025-08-28T16:49:13.309747,0.14285714285714285,Unknown,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,Unknown,Unknown,0.0,0.0,AutoTempest,1.0,0,0,0,,
49,https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2008&minyear=2005&model=boxster&transmission=auto&zip=30214,https://www.cars.com/vehicledetail/8eeb1631-feae-4f9b-a196-6717872f4008/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,2025-08-28T16:49:13.287811,2025-08-28T16:49:13.309752,0.14285714285714285,Unknown,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,Unknown,Unknown,0.0,0.0,AutoTempest,1.0,0,0,0,,
50,https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2008&minyear=2005&model=boxster&transmission=auto&zip=30214,https://www.cars.com/vehicledetail/7d345295-4d16-4c6c-8269-c019ffecd01b/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,2025-08-28T16:49:13.287829,2025-08-28T16:49:13.309758,0.14285714285714285,Unknown,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,Unknown,Unknown,0.0,0.0,AutoTempest,1.0,0,0,0,,
