listing_id,source_url,listing_url,canonical_url,vin,is_new,first_seen_at,extraction_timestamp,detection_timestamp,data_quality_score,year,year_confidence,price,price_confidence,mileage,mileage_confidence,model,trim,model_confidence,trim_confidence,exterior,interior,exterior_confidence,interior_confidence,source,source_confidence,total_options,total_options_value,total_options_msrp,options_categories,options_list,rank,asking_price_usd
98,https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2016&minyear=2009&model=boxsters&transmission=auto&zip=30214,https://www.cars.com/vehicledetail/26bc6f26-0944-4971-a1df-cdc90d1e69de/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,https://www.cars.com/vehicledetail/26bc6f26-0944-4971-a1df-cdc90d1e69de/,WP0CB2A86ES141013,False,2025-10-20T13:48:29.847322,2025-10-27T15:03:54.562053,2025-10-27T15:03:55.802158,1.0,2014,1.0,"$37,998",1.0,"69,348",1.0,Boxster,S,1.0,1.0,Dark Blue Metallic,Black,1.0,1.0,AutoTempest,1.0,9,,12988,"performance, exterior, appearance, comfort, seating, technology","Sport Exhaust (PSE), Bi-Xenon Headlights with Dynamic Cornering, 18–19"" Upgraded Wheels, Sport Steering Wheel, Auto-dim Mirrors & Rain Sensor, Sport Seats / Adaptive Sport Seats, BOSE Surround Sound, PCM w/ Navigation, Heated Seats",27,"$37,998"
102,https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2016&minyear=2009&model=boxsters&transmission=auto&zip=30214,https://www.cars.com/vehicledetail/4d59f234-95fb-411f-b2ba-2073fe73a602/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,https://www.cars.com/vehicledetail/4d59f234-95fb-411f-b2ba-2073fe73a602/,WP0CB2A83FS140838,False,2025-10-20T13:48:29.847322,2025-10-27T15:03:54.570246,2025-10-27T15:03:55.865306,1.0,2015,1.0,"$49,980",1.0,"33,699",1.0,Boxster,S,1.0,1.0,Black,Black,1.0,1.0,AutoTempest,1.0,9,,12988,"performance, exterior, appearance, comfort, seating, technology","Sport Exhaust (PSE), Bi-Xenon Headlights with Dynamic Cornering, 18–19"" Upgraded Wheels, Sport Steering Wheel, Auto-dim Mirrors & Rain Sensor, Sport Seats / Adaptive Sport Seats, BOSE Surround Sound, PCM w/ Navigation, Heated Seats",28,"$49,980"
107,https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2016&minyear=2009&model=boxsters&transmission=auto&zip=30214,https://www.cars.com/vehicledetail/a43f3f45-ff76-4f4e-a66b-72fd2025f2c9/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,https://www.cars.com/vehicledetail/a43f3f45-ff76-4f4e-a66b-72fd2025f2c9/,WP0CB2A81DS134226,False,2025-10-20T13:48:29.847322,2025-10-27T15:03:54.581163,2025-10-27T15:03:55.945993,1.0,2013,1.0,"$34,900",1.0,"73,139",1.0,Boxster,S,1.0,1.0,Red,Tan,1.0,1.0,AutoTempest,1.0,9,,12988,"performance, exterior, appearance, comfort, seating, technology","Sport Exhaust (PSE), Bi-Xenon Headlights with Dynamic Cornering, 18–19"" Upgraded Wheels, Sport Steering Wheel, Auto-dim Mirrors & Rain Sensor, Sport Seats / Adaptive Sport Seats, BOSE Surround Sound, PCM w/ Navigation, Heated Seats",29,"$34,900"
109,https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2016&minyear=2009&model=boxsters&transmission=auto&zip=30214,https://www.cars.com/vehicledetail/06cd66b9-c945-42ce-9f3c-e20bf4532d8d/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,https://www.cars.com/vehicledetail/06cd66b9-c945-42ce-9f3c-e20bf4532d8d/,WP0CB2A81ES140643,False,2025-10-20T13:48:29.847322,2025-10-27T15:03:54.585393,2025-10-27T15:03:55.987644,1.0,2014,1.0,"$39,750",1.0,"40,390",1.0,Boxster,S,1.0,1.0,Agate Gray Metallic,Black,1.0,1.0,AutoTempest,1.0,9,,12988,"performance, exterior, appearance, comfort, seating, technology","Sport Exhaust (PSE), Bi-Xenon Headlights with Dynamic Cornering, 18–19"" Upgraded Wheels, Sport Steering Wheel, Auto-dim Mirrors & Rain Sensor, Sport Seats / Adaptive Sport Seats, BOSE Surround Sound, PCM w/ Navigation, Heated Seats",30,"$39,750"
111,https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2016&minyear=2009&model=boxsters&transmission=auto&zip=30214,https://www.cars.com/vehicledetail/0683d139-0331-4aff-bbf6-cd9e634a8acc/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,https://www.cars.com/vehicledetail/0683d139-0331-4aff-bbf6-cd9e634a8acc/,WP0CB2A80ES141203,False,2025-10-20T13:48:29.847322,2025-10-27T15:03:54.589756,2025-10-27T15:03:56.027768,1.0,2014,1.0,"$48,790",1.0,"42,782",1.0,Boxster,S,1.0,1.0,Silver,Black,1.0,1.0,AutoTempest,1.0,9,,12988,"performance, exterior, appearance, comfort, seating, technology","Sport Exhaust (PSE), Bi-Xenon Headlights with Dynamic Cornering, 18–19"" Upgraded Wheels, Sport Steering Wheel, Auto-dim Mirrors & Rain Sensor, Sport Seats / Adaptive Sport Seats, BOSE Surround Sound, PCM w/ Navigation, Heated Seats",31,"$48,790"
10,https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2016&minyear=2009&model=caymans&transmission=auto&zip=30214,https://www.cars.com/vehicledetail/0275ea51-17e6-4cc2-9e61-a70b31884b01/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,https://www.cars.com/vehicledetail/0275ea51-17e6-4cc2-9e61-a70b31884b01/,WP0AB29819U780194,False,2025-10-20T11:15:51.725643,2025-10-27T15:03:54.389324,2025-10-27T15:03:54.779721,1.0,2009,1.0,"$38,999",1.0,"62,482",1.0,Cayman,S,1.0,1.0,Carrara White,Black,1.0,1.0,AutoTempest,1.0,8,,12954,"performance, exterior, appearance, seating, technology","Sport Exhaust (PSE), Bi-Xenon Headlights with Dynamic Cornering, 18–19"" Upgraded Wheels, Sport Chrono Package Plus, Sport Steering Wheel, Sport Seats / Adaptive Sport Seats, BOSE Surround Sound, PCM w/ Navigation",32,"$38,999"
93,https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2016&minyear=2009&model=boxsters&transmission=auto&zip=30214,https://www.cars.com/vehicledetail/3fb52d43-72e7-4744-b4d7-850bd04c0d5c/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,https://www.cars.com/vehicledetail/3fb52d43-72e7-4744-b4d7-850bd04c0d5c/,WP0CB2A84ES140670,False,2025-10-20T13:48:29.847322,2025-10-27T15:03:54.551593,2025-10-27T15:03:55.708736,1.0,2014,1.0,"$43,988",1.0,"39,419",1.0,Boxster,S,1.0,1.0,Guards Red,Luxor Beige,1.0,1.0,AutoTempest,1.0,8,,12954,"performance, exterior, appearance, seating, technology","Sport Exhaust (PSE), Bi-Xenon Headlights with Dynamic Cornering, 18–19"" Upgraded Wheels, Sport Chrono Package Plus, Sport Steering Wheel, Sport Seats / Adaptive Sport Seats, BOSE Surround Sound, PCM w/ Navigation",33,"$43,988"
22,https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2016&minyear=2009&model=caymans&transmission=auto&zip=30214,https://www.cars.com/vehicledetail/685b6c92-0a90-4e51-a5aa-37f35e9fd68c/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,https://www.cars.com/vehicledetail/685b6c92-0a90-4e51-a5aa-37f35e9fd68c/,WP0AB2A81CS780212,False,2025-10-20T11:15:51.777252,2025-10-27T15:03:54.414911,2025-10-27T15:03:54.934596,1.0,2012,1.0,"$49,987",1.0,"36,750",1.0,Cayman,Base,1.0,1.0,SILVER,BLACK,1.0,1.0,AutoTempest,1.0,10,,12953,"performance, exterior, convenience, appearance, comfort, technology, seating","Sport Exhaust (PSE), Bi-Xenon Headlights with Dynamic Cornering, 18–19"" Upgraded Wheels, Sport Chrono Package Plus, Park Assist, Sport Steering Wheel, Auto-dim Mirrors & Rain Sensor, BOSE Surround Sound, PCM w/ Navigation, Heated Seats",34,"$49,987"
4,https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2012&minyear=2009&model=cayman&transmission=auto&zip=30214,https://www.cars.com/vehicledetail/6ddee177-b380-4d2f-9f92-ae72e5d8ec6a/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,https://www.cars.com/vehicledetail/6ddee177-b380-4d2f-9f92-ae72e5d8ec6a/,WP0AA29859U761151,False,2025-10-26T11:13:59.194925,2025-10-27T15:03:54.374655,2025-10-27T15:03:54.697496,1.0,2009,1.0,"$38,989",1.0,"18,017",1.0,Cayman,Base,1.0,1.0,Black,Black,1.0,1.0,AutoTempest,1.0,8,,12494,"performance, exterior, appearance, seating, technology","Sport Exhaust (PSE), Bi-Xenon Headlights with Dynamic Cornering, 18–19"" Upgraded Wheels, Sport Steering Wheel, Sport Seats / Adaptive Sport Seats, BOSE Surround Sound, PCM w/ Navigation, Heated Seats",35,"$38,989"
20,https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2016&minyear=2009&model=caymans&transmission=auto&zip=30214,https://www.cars.com/vehicledetail/f69492d7-52b2-4db3-a478-6194da1f9f11/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,https://www.cars.com/vehicledetail/f69492d7-52b2-4db3-a478-6194da1f9f11/,WP0AB2A83EK191052,False,2025-10-20T13:48:29.847322,2025-10-27T15:03:54.410531,2025-10-27T15:03:54.901787,1.0,2014,1.0,"$46,419",1.0,"57,737",1.0,Cayman,S,1.0,1.0,Black,Black,1.0,1.0,AutoTempest,1.0,8,,12494,"performance, exterior, appearance, seating, technology","Sport Exhaust (PSE), Bi-Xenon Headlights with Dynamic Cornering, 18–19"" Upgraded Wheels, Sport Steering Wheel, Sport Seats / Adaptive Sport Seats, BOSE Surround Sound, PCM w/ Navigation, Heated Seats",36,"$46,419"
47,https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2016&minyear=2009&model=boxster&transmission=auto&zip=30214,https://www.cars.com/vehicledetail/b21da60a-057b-46a3-b259-f10b1ad7f20f/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,https://www.cars.com/vehicledetail/b21da60a-057b-46a3-b259-f10b1ad7f20f/,WP0CA2A80GS120941,False,2025-10-20T13:48:29.847322,2025-10-27T15:03:54.472648,2025-10-27T15:03:55.156253,1.0,2016,1.0,"$41,844",1.0,"51,382",1.0,Boxster,Base,1.0,1.0,Silver,Black,1.0,1.0,AutoTempest,1.0,8,,12494,"performance, exterior, appearance, seating, technology","Sport Exhaust (PSE), Bi-Xenon Headlights with Dynamic Cornering, 18–19"" Upgraded Wheels, Sport Steering Wheel, Sport Seats / Adaptive Sport Seats, BOSE Surround Sound, PCM w/ Navigation, Heated Seats",37,"$41,844"
95,https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2016&minyear=2009&model=boxsters&transmission=auto&zip=30214,https://www.cars.com/vehicledetail/d307a2a1-6c74-4f7c-8dc4-5b437f4da383/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,https://www.cars.com/vehicledetail/d307a2a1-6c74-4f7c-8dc4-5b437f4da383/,WP0CB2A8XDS134144,False,2025-10-20T13:48:29.847322,2025-10-27T15:03:54.555869,2025-10-27T15:03:55.745180,1.0,2013,1.0,"$34,700",1.0,"65,362",1.0,Boxster,S,1.0,1.0,Black,Black,1.0,1.0,AutoTempest,1.0,8,,12494,"performance, exterior, appearance, seating, technology","Sport Exhaust (PSE), Bi-Xenon Headlights with Dynamic Cornering, 18–19"" Upgraded Wheels, Sport Steering Wheel, Sport Seats / Adaptive Sport Seats, BOSE Surround Sound, PCM w/ Navigation, Heated Seats",38,"$34,700"
113,https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2016&minyear=2009&model=boxsters&transmission=auto&zip=30214,https://www.cars.com/vehicledetail/bef1535e-4d4d-481e-8ca8-4e69dd69d141/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,https://www.cars.com/vehicledetail/bef1535e-4d4d-481e-8ca8-4e69dd69d141/,WP0CB2A89BU730072,False,2025-10-20T13:48:29.847322,2025-10-27T15:03:54.594123,2025-10-27T15:03:56.060369,1.0,2011,1.0,"$26,500",1.0,"76,250",1.0,Boxster,S,1.0,1.0,Gray,Gray,1.0,1.0,AutoTempest,1.0,8,,12494,"performance, exterior, appearance, seating, technology","Sport Exhaust (PSE), Bi-Xenon Headlights with Dynamic Cornering, 18–19"" Upgraded Wheels, Sport Steering Wheel, Sport Seats / Adaptive Sport Seats, BOSE Surround Sound, PCM w/ Navigation, Heated Seats",39,"$26,500"
115,https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2016&minyear=2009&model=boxsters&transmission=auto&zip=30214,https://www.cars.com/vehicledetail/abf85d47-0a12-40bf-ba6b-d519db1745ae/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,https://www.cars.com/vehicledetail/abf85d47-0a12-40bf-ba6b-d519db1745ae/,WP0CB2A87DK132268,False,2025-10-26T11:50:39.352645,2025-10-27T15:03:54.598354,2025-10-27T15:03:56.098338,1.0,2013,1.0,"$46,855",1.0,"55,448",1.0,Boxster,S,1.0,1.0,Aqua Blue Metallic,Platinum Grey,1.0,1.0,AutoTempest,1.0,8,,12494,"performance, exterior, appearance, seating, technology","Sport Exhaust (PSE), Bi-Xenon Headlights with Dynamic Cornering, 18–19"" Upgraded Wheels, Sport Steering Wheel, Sport Seats / Adaptive Sport Seats, BOSE Surround Sound, PCM w/ Navigation, Heated Seats",40,"$46,855"
54,https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2016&minyear=2009&model=boxster&transmission=auto&zip=30214,https://www.cars.com/vehicledetail/36f644e4-1bdc-4a22-b0f8-472f42bb499d/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,https://www.cars.com/vehicledetail/36f644e4-1bdc-4a22-b0f8-472f42bb499d/,WP0CA2A84DS113678,False,2025-10-20T13:48:29.847322,2025-10-27T15:03:54.488315,2025-10-27T15:03:55.297190,1.0,2013,1.0,"$39,990",1.0,"26,481",1.0,Boxster,Base,1.0,1.0,Platinum Silver Metallic,Platinum Grey,1.0,1.0,AutoTempest,1.0,8,,12488,"performance, exterior, appearance, comfort, seating, technology","Sport Exhaust (PSE), Bi-Xenon Headlights with Dynamic Cornering, 18–19"" Upgraded Wheels, Sport Steering Wheel, Auto-dim Mirrors & Rain Sensor, Sport Seats / Adaptive Sport Seats, BOSE Surround Sound, PCM w/ Navigation",41,"$39,990"
90,https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2016&minyear=2009&model=boxsters&transmission=auto&zip=30214,https://www.cars.com/vehicledetail/dccb8902-a155-44e3-bf33-6f563cb8bb77/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,https://www.cars.com/vehicledetail/dccb8902-a155-44e3-bf33-6f563cb8bb77/,WP0CB2A80CS730216,False,2025-10-20T13:48:29.847322,2025-10-27T15:03:54.545737,2025-10-27T15:03:55.658555,1.0,2012,1.0,"$27,900",1.0,"86,375",1.0,Boxster,S,1.0,1.0,Aqua Blue Metallic,TAN,1.0,1.0,AutoTempest,1.0,9,,12389,"performance, exterior, convenience, appearance, technology, seating","Sport Exhaust (PSE), Bi-Xenon Headlights with Dynamic Cornering, 18–19"" Upgraded Wheels, Limited Slip Differential (LSD), Park Assist, Sport Steering Wheel, BOSE Surround Sound, PCM w/ Navigation, Heated Seats",42,"$27,900"
71,https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2016&minyear=2009&model=boxster&transmission=auto&zip=30214,https://www.cars.com/vehicledetail/a7f36eda-f28c-4e1c-a9ac-cc6680958274/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,https://www.cars.com/vehicledetail/a7f36eda-f28c-4e1c-a9ac-cc6680958274/,WP0CA2A8XGS120896,False,2025-10-22T09:21:13.237679,2025-10-27T15:03:54.522864,2025-10-27T15:03:55.571647,1.0,2016,1.0,"$32,500",1.0,"38,587",1.0,Boxster,Black Edition,1.0,1.0,Black,Black,1.0,1.0,AutoTempest,1.0,9,,12168,"performance, exterior, convenience, appearance, comfort, seating, technology","Sport Exhaust (PSE), Bi-Xenon Headlights with Dynamic Cornering, 18–19"" Upgraded Wheels, Park Assist, Sport Steering Wheel, Auto-dim Mirrors & Rain Sensor, Sport Seats / Adaptive Sport Seats, PCM w/ Navigation, Heated Seats",43,"$32,500"
53,https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2016&minyear=2009&model=boxster&transmission=auto&zip=30214,https://www.cars.com/vehicledetail/2fa66227-fa88-4b2b-8bb7-89cbec2fe1c8/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,https://www.cars.com/vehicledetail/2fa66227-fa88-4b2b-8bb7-89cbec2fe1c8/,WP0CA2A80DS114777,False,2025-10-20T13:48:29.847322,2025-10-27T15:03:54.486207,2025-10-27T15:03:55.278019,1.0,2013,1.0,"$34,988",1.0,"57,625",1.0,Boxster,Base,1.0,1.0,Black,Black,1.0,1.0,AutoTempest,1.0,8,,12034,"performance, exterior, appearance, seating, technology","Sport Exhaust (PSE), Bi-Xenon Headlights with Dynamic Cornering, 18–19"" Upgraded Wheels, Limited Slip Differential (LSD), Sport Steering Wheel, Sport Seats / Adaptive Sport Seats, PCM w/ Navigation, Heated Seats",44,"$34,988"
56,https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2016&minyear=2009&model=boxster&transmission=auto&zip=30214,https://www.cars.com/vehicledetail/a0a9c0c9-af3c-48ec-ba2e-2e3225ac4f84/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,https://www.cars.com/vehicledetail/a0a9c0c9-af3c-48ec-ba2e-2e3225ac4f84/,WP0CB2A88DS134031,False,2025-10-20T13:48:29.847322,2025-10-27T15:03:54.492465,2025-10-27T15:03:55.338810,1.0,2013,1.0,"$39,999",1.0,"65,295",1.0,Boxster,S,1.0,1.0,Cognac Metallic,Espresso,1.0,1.0,AutoTempest,1.0,7,,11994,"performance, exterior, appearance, seating, technology","Sport Exhaust (PSE), Bi-Xenon Headlights with Dynamic Cornering, 18–19"" Upgraded Wheels, Sport Steering Wheel, Sport Seats / Adaptive Sport Seats, BOSE Surround Sound, PCM w/ Navigation",45,"$39,999"
39,https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2016&minyear=2009&model=boxster&transmission=auto&zip=30214,https://www.cars.com/vehicledetail/0b40136a-d9d7-48b6-89a4-9110655ea5b0/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,https://www.cars.com/vehicledetail/0b40136a-d9d7-48b6-89a4-9110655ea5b0/,WP0CA2A82DS113842,False,2025-10-24T10:08:14.083371,2025-10-27T15:03:54.453819,2025-10-27T15:03:55.054462,1.0,2013,1.0,"$39,000",1.0,"33,215",1.0,Boxster,Base,1.0,1.0,Black,Black,1.0,1.0,AutoTempest,1.0,8,,11638,"performance, exterior, appearance, comfort, seating, technology","Sport Exhaust (PSE), Bi-Xenon Headlights with Dynamic Cornering, 18–19"" Upgraded Wheels, Sport Steering Wheel, Auto-dim Mirrors & Rain Sensor, Sport Seats / Adaptive Sport Seats, PCM w/ Navigation, Heated Seats",46,"$39,000"
61,https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2016&minyear=2009&model=boxster&transmission=auto&zip=30214,https://www.cars.com/vehicledetail/637e5d1d-db27-4281-b624-5983880574d8/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,https://www.cars.com/vehicledetail/637e5d1d-db27-4281-b624-5983880574d8/,WP0CA2A81FS121143,False,2025-10-20T13:48:29.847322,2025-10-27T15:03:54.503118,2025-10-27T15:03:55.405118,1.0,2015,1.0,"$44,745",1.0,"17,642",1.0,Boxster,Base,1.0,1.0,White,Black,1.0,1.0,AutoTempest,1.0,8,,11499,"performance, exterior, convenience, appearance, technology, seating","Sport Exhaust (PSE), Bi-Xenon Headlights with Dynamic Cornering, 18–19"" Upgraded Wheels, Park Assist, Sport Steering Wheel, BOSE Surround Sound, PCM w/ Navigation, Heated Seats",47,"$44,745"
92,https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2016&minyear=2009&model=boxsters&transmission=auto&zip=30214,https://www.cars.com/vehicledetail/695f198b-ed02-4c08-8b7c-6251a0090781/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,https://www.cars.com/vehicledetail/695f198b-ed02-4c08-8b7c-6251a0090781/,WP0CB2A8XES140186,False,2025-10-20T13:48:29.847322,2025-10-27T15:03:54.549699,2025-10-27T15:03:55.700226,1.0,2014,1.0,"$47,763",1.0,"35,350",1.0,Boxster,S,1.0,1.0,Rhodium Silver,Carrera Red,1.0,1.0,AutoTempest,1.0,9,,11448,"appearance, exterior, performance, comfort, seating, technology","Bi-Xenon Headlights with Dynamic Cornering, 18–19"" Upgraded Wheels, Sport Chrono Package Plus, Sport Steering Wheel, Auto-dim Mirrors & Rain Sensor, Sport Seats / Adaptive Sport Seats, BOSE Surround Sound, PCM w/ Navigation, Heated Seats",48,"$47,763"
65,https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2016&minyear=2009&model=boxster&transmission=auto&zip=30214,https://www.cars.com/vehicledetail/33fb3af0-dbea-4c56-952d-1625c5a60d36/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,https://www.cars.com/vehicledetail/33fb3af0-dbea-4c56-952d-1625c5a60d36/,WP0CA2A86DS114718,False,2025-10-20T13:48:29.847322,2025-10-27T15:03:54.510945,2025-10-27T15:03:55.476899,1.0,2013,1.0,"$38,977",1.0,"42,819",1.0,Boxster,Base,1.0,1.0,Black,Tan,1.0,1.0,AutoTempest,1.0,7,,11144,"performance, exterior, appearance, seating, technology","Sport Exhaust (PSE), Bi-Xenon Headlights with Dynamic Cornering, 18–19"" Upgraded Wheels, Sport Steering Wheel, Sport Seats / Adaptive Sport Seats, PCM w/ Navigation, Heated Seats",49,"$38,977"
72,https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2016&minyear=2009&model=boxster&transmission=auto&zip=30214,https://www.cars.com/vehicledetail/bc7a90e9-e0f7-4efc-b6f7-b9953e557b00/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,https://www.cars.com/vehicledetail/bc7a90e9-e0f7-4efc-b6f7-b9953e557b00/,WP0CA2A84DS114250,False,2025-10-22T09:21:13.237679,2025-10-27T15:03:54.524751,2025-10-27T15:03:55.588729,1.0,2013,1.0,"$29,495",1.0,"55,327",1.0,Boxster,Base,1.0,1.0,GRAY,GRAY,1.0,1.0,AutoTempest,1.0,7,,10969,"performance, exterior, appearance, technology, seating","Sport Exhaust (PSE), Bi-Xenon Headlights with Dynamic Cornering, 18–19"" Upgraded Wheels, Sport Steering Wheel, BOSE Surround Sound, PCM w/ Navigation, Heated Seats",50,"$29,495"
94,https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2016&minyear=2009&model=boxsters&transmission=auto&zip=30214,https://www.cars.com/vehicledetail/9911a576-8804-4fd7-a62d-61ca63768259/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,https://www.cars.com/vehicledetail/9911a576-8804-4fd7-a62d-61ca63768259/,WP0CB298X9U730290,False,2025-10-20T13:48:29.847322,2025-10-27T15:03:54.553730,2025-10-27T15:03:55.727598,1.0,2009,1.0,"$39,999",1.0,"14,832",1.0,Boxster,S,1.0,1.0,Silver,Black,1.0,1.0,AutoTempest,1.0,7,,10969,"performance, exterior, appearance, technology, seating","Sport Exhaust (PSE), Bi-Xenon Headlights with Dynamic Cornering, 18–19"" Upgraded Wheels, Sport Steering Wheel, BOSE Surround Sound, PCM w/ Navigation, Heated Seats",51,"$39,999"
116,https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2016&minyear=2009&model=boxsters&transmission=auto&zip=30214,https://www.cars.com/vehicledetail/ffc7bd8f-5292-45a5-a21e-aa01aade414e/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,https://www.cars.com/vehicledetail/ffc7bd8f-5292-45a5-a21e-aa01aade414e/,WP0CB2A83DS132123,False,2025-10-26T11:50:39.352645,2025-10-27T15:03:54.600207,2025-10-27T15:03:56.116429,1.0,2013,1.0,"$29,990",1.0,"39,785",1.0,Boxster,S,1.0,1.0,White,Carrera Red,1.0,1.0,AutoTempest,1.0,7,,10969,"performance, exterior, appearance, technology, seating","Sport Exhaust (PSE), Bi-Xenon Headlights with Dynamic Cornering, 18–19"" Upgraded Wheels, Sport Steering Wheel, BOSE Surround Sound, PCM w/ Navigation, Heated Seats",52,"$29,990"
69,https://www.autotempest.com/results?localization=country&make=porsche&maxyear=2016&minyear=2009&model=boxster&transmission=auto&zip=30214,https://www.cars.com/vehicledetail/46b1254b-ca5b-49cd-abe7-4c33c3d958be/?aff=atempest&utm_campaign=atempest&utm_source=autotempest&utm_medium=trp&utm_campaign_id=1&utm_trusted=TRUE,https://www.cars.com/vehicledetail/46b1254b-ca5b-49cd-abe7-4c33c3d958be/,WP0CA2A83FS120947,False,2025-10-22T09:21:13.237679,2025-10-27T15:03:54.518931,2025-10-27T15:03:55.530304,1.0,2015,1.0,"$35,380",1.0,"31,396",1.0,Boxster,Base,1.0,1.0,Racing Yellow,Yachting Blue,1.0,1.0,AutoTempest,1.0,7,,10579,"performance, exterior, appearance, technology, seating","Sport Exhaust (PSE), Bi-Xenon Headlights with Dynamic Cornering, 18–19"" Upgraded Wheels, Sport Chrono Package Plus, Sport Steering Wheel, PCM w/ Navigation, Heated Seats",53,"$35,380"
